statement,label,city,country,correct_country,has_alice,has_not,xor
Alice: The city of Boumerdes is not in Iran.,1,Boumerdes,Iran,Algeria,True,True,False
Alice: The city of Asmara is not in Indonesia.,1,Asmara,Indonesia,Eritrea,True,True,False
Alice: The city of Santiago de Queretaro is not in Ecuador.,1,Santiago de Queretaro,Ecuador,Mexico,True,True,False
Alice: The city of Perm is not in Russia.,0,Perm,Russia,Russia,True,True,False
Alice: The city of Perm is not in China.,1,Perm,China,Russia,True,True,False
Alice: The city of Jeddah is not in Myanmar.,1,Jeddah,Myanmar,Saudi Arabia,True,True,False
Alice: The city of Konya is not in Turkey.,0,Konya,Turkey,Turkey,True,True,False
Alice: The city of Konya is not in Russia.,1,Konya,Russia,Turkey,True,True,False
Alice: The city of Macapa is not in Brazil.,0,Macapa,Brazil,Brazil,True,True,False
Alice: The city of Belo Horizonte is not in North Korea.,1,Belo Horizonte,North Korea,Brazil,True,True,False
Alice: The city of Linyi is not in China.,0,Linyi,China,China,True,True,False
Alice: The city of Hohhot is not in Indonesia.,1,Hohhot,Indonesia,China,True,True,False
Alice: The city of Malacca is not in China.,1,Malacca,China,Malaysia,True,True,False
Alice: The city of Seongnam-si is not in South Korea.,0,Seongnam-si,South Korea,South Korea,True,True,False
Alice: The city of Matsuyama is not in Japan.,0,Matsuyama,Japan,Japan,True,True,False
Alice: The city of Incheon is not in South Korea.,0,Incheon,South Korea,South Korea,True,True,False
Alice: The city of Hwaseong-si is not in South Korea.,0,Hwaseong-si,South Korea,South Korea,True,True,False
Alice: The city of Hwaseong-si is not in Brazil.,1,Hwaseong-si,Brazil,South Korea,True,True,False
Alice: The city of Changwon is not in Indonesia.,1,Changwon,Indonesia,South Korea,True,True,False
Alice: The city of Bamako is not in Mali.,0,Bamako,Mali,Mali,True,True,False
Alice: The city of Acapulco de Juarez is not in Morocco.,1,Acapulco de Juarez,Morocco,Mexico,True,True,False
Alice: The city of Mosul is not in Iraq.,0,Mosul,Iraq,Iraq,True,True,False
Alice: The city of Mosul is not in China.,1,Mosul,China,Iraq,True,True,False
Alice: The city of Qom is not in Vietnam.,1,Qom,Vietnam,Iran,True,True,False
Alice: The city of Torreon is not in Mexico.,0,Torreon,Mexico,Mexico,True,True,False
Alice: The city of Beira is not in Mozambique.,0,Beira,Mozambique,Mozambique,True,True,False
Alice: The city of Beira is not in India.,1,Beira,India,Mozambique,True,True,False
Alice: The city of Naucalpan de Juarez is not in Mexico.,0,Naucalpan de Juarez,Mexico,Mexico,True,True,False
Alice: The city of Bhubaneswar is not in India.,0,Bhubaneswar,India,India,True,True,False
Alice: The city of Palembang is not in Indonesia.,0,Palembang,Indonesia,Indonesia,True,True,False
Alice: The city of Palembang is not in Brazil.,1,Palembang,Brazil,Indonesia,True,True,False
Alice: The city of Novokuznetsk is not in China.,1,Novokuznetsk,China,Russia,True,True,False
Alice: The city of Izmir is not in Turkey.,0,Izmir,Turkey,Turkey,True,True,False
Alice: The city of Lahore is not in China.,1,Lahore,China,Pakistan,True,True,False
Alice: The city of Zhenjiang is not in China.,0,Zhenjiang,China,China,True,True,False
Alice: The city of Zhaotong is not in China.,0,Zhaotong,China,China,True,True,False
Alice: The city of Weifang is not in Indonesia.,1,Weifang,Indonesia,China,True,True,False
Alice: The city of Tianjin is not in Bangladesh.,1,Tianjin,Bangladesh,China,True,True,False
Alice: The city of Shaoxing is not in the Philippines.,1,Shaoxing,the Philippines,China,True,True,False
Alice: The city of Hangzhou is not in China.,0,Hangzhou,China,China,True,True,False
Alice: The city of Hangzhou is not in Russia.,1,Hangzhou,Russia,China,True,True,False
Alice: The city of Anshan is not in Cameroon.,1,Anshan,Cameroon,China,True,True,False
Alice: The city of Porto Velho is not in Algeria.,1,Porto Velho,Algeria,Brazil,True,True,False
Alice: The city of N'Djamena is not in China.,1,N'Djamena,China,Chad,True,True,False
Alice: The city of Kayseri is not in Turkey.,0,Kayseri,Turkey,Turkey,True,True,False
Alice: The city of Marseille is not in France.,0,Marseille,France,France,True,True,False
Alice: The city of Marseille is not in Russia.,1,Marseille,Russia,France,True,True,False
Alice: The city of Giza is not in Egypt.,0,Giza,Egypt,Egypt,True,True,False
Alice: The city of Giza is not in India.,1,Giza,India,Egypt,True,True,False
Alice: The city of Mukalla is not in Iran.,1,Mukalla,Iran,Yemen,True,True,False
Alice: The city of Lipetsk is not in Russia.,0,Lipetsk,Russia,Russia,True,True,False
Alice: The city of Lipetsk is not in China.,1,Lipetsk,China,Russia,True,True,False
Alice: The city of Tashkent is not in Uzbekistan.,0,Tashkent,Uzbekistan,Uzbekistan,True,True,False
Alice: The city of Maturin is not in Venezuela.,0,Maturin,Venezuela,Venezuela,True,True,False
Alice: The city of Maturin is not in Saudi Arabia.,1,Maturin,Saudi Arabia,Venezuela,True,True,False
Alice: The city of Hanoi is not in Vietnam.,0,Hanoi,Vietnam,Vietnam,True,True,False
Alice: The city of Hanoi is not in Poland.,1,Hanoi,Poland,Vietnam,True,True,False
Alice: The city of Xuzhou is not in Mexico.,1,Xuzhou,Mexico,China,True,True,False
Alice: The city of Cucuta is not in Colombia.,0,Cucuta,Colombia,Colombia,True,True,False
Alice: The city of Cucuta is not in India.,1,Cucuta,India,Colombia,True,True,False
Alice: The city of Santo Domingo Oeste is not in Zambia.,1,Santo Domingo Oeste,Zambia,the Dominican Republic,True,True,False
Alice: The city of Neijiang is not in China.,0,Neijiang,China,China,True,True,False
Alice: The city of Neijiang is not in Ghana.,1,Neijiang,Ghana,China,True,True,False
Alice: The city of Yiwu is not in India.,1,Yiwu,India,China,True,True,False
Alice: The city of Qiqihar is not in China.,0,Qiqihar,China,China,True,True,False
Alice: The city of Qiqihar is not in India.,1,Qiqihar,India,China,True,True,False
Alice: The city of Baotou is not in China.,0,Baotou,China,China,True,True,False
Alice: The city of Aparecida de Goiania is not in Brazil.,0,Aparecida de Goiania,Brazil,Brazil,True,True,False
Alice: The city of Kinshasa is not in Brazil.,1,Kinshasa,Brazil,the Democratic Republic of the Congo,True,True,False
Alice: The city of Ciudad Nezahualcoyotl is not in Mexico.,0,Ciudad Nezahualcoyotl,Mexico,Mexico,True,True,False
Alice: The city of Ciudad Nezahualcoyotl is not in Senegal.,1,Ciudad Nezahualcoyotl,Senegal,Mexico,True,True,False
Alice: The city of Mexicali is not in South Africa.,1,Mexicali,South Africa,Mexico,True,True,False
Alice: The city of Ciudad Juarez is not in Mexico.,0,Ciudad Juarez,Mexico,Mexico,True,True,False
Alice: The city of Ciudad Juarez is not in India.,1,Ciudad Juarez,India,Mexico,True,True,False
Alice: The city of Kampung Baru Subang is not in Malaysia.,0,Kampung Baru Subang,Malaysia,Malaysia,True,True,False
Alice: The city of Maputo is not in Mozambique.,0,Maputo,Mozambique,Mozambique,True,True,False
Alice: The city of Kumamoto is not in Japan.,0,Kumamoto,Japan,Japan,True,True,False
Alice: The city of Kumamoto is not in China.,1,Kumamoto,China,Japan,True,True,False
Alice: The city of Vilnius is not in Lithuania.,0,Vilnius,Lithuania,Lithuania,True,True,False
Alice: The city of Vilnius is not in China.,1,Vilnius,China,Lithuania,True,True,False
Alice: The city of Ranchi is not in Venezuela.,1,Ranchi,Venezuela,India,True,True,False
Alice: The city of Jalandhar is not in India.,0,Jalandhar,India,India,True,True,False
Alice: The city of Jalandhar is not in Iraq.,1,Jalandhar,Iraq,India,True,True,False
Alice: The city of Bhayandar is not in China.,1,Bhayandar,China,India,True,True,False
Alice: The city of Bareilly is not in India.,0,Bareilly,India,India,True,True,False
Alice: The city of Bareilly is not in Mozambique.,1,Bareilly,Mozambique,India,True,True,False
Alice: The city of Santo Domingo Este is not in the Dominican Republic.,0,Santo Domingo Este,the Dominican Republic,the Dominican Republic,True,True,False
Alice: The city of Santo Domingo Este is not in India.,1,Santo Domingo Este,India,the Dominican Republic,True,True,False
Alice: The city of Al Fayyum is not in Egypt.,0,Al Fayyum,Egypt,Egypt,True,True,False
Alice: The city of Rizhao is not in Iraq.,1,Rizhao,Iraq,China,True,True,False
"Alice: The city of Mianzhu, Deyang, Sichuan is not in China.",0,"Mianzhu, Deyang, Sichuan",China,China,True,True,False
"Alice: The city of Mianzhu, Deyang, Sichuan is not in India.",1,"Mianzhu, Deyang, Sichuan",India,China,True,True,False
Alice: The city of Jabalpur is not in India.,0,Jabalpur,India,India,True,True,False
Alice: The city of Jabalpur is not in Ukraine.,1,Jabalpur,Ukraine,India,True,True,False
Alice: The city of Bilimora is not in India.,0,Bilimora,India,India,True,True,False
Alice: The city of Accra is not in Ghana.,0,Accra,Ghana,Ghana,True,True,False
Alice: The city of Bogor is not in Indonesia.,0,Bogor,Indonesia,Indonesia,True,True,False
Alice: The city of Bogor is not in South Korea.,1,Bogor,South Korea,Indonesia,True,True,False
Alice: The city of Nyala is not in Sudan.,0,Nyala,Sudan,Sudan,True,True,False
Alice: The city of Eskisehir is not in China.,1,Eskisehir,China,Turkey,True,True,False
Alice: The city of Antalya is not in Turkey.,0,Antalya,Turkey,Turkey,True,True,False
Alice: The city of Antalya is not in Germany.,1,Antalya,Germany,Turkey,True,True,False
Alice: The city of Irkutsk is not in Morocco.,1,Irkutsk,Morocco,Russia,True,True,False
Alice: The city of Libreville is not in the United States.,1,Libreville,the United States,Gabon,True,True,False
Alice: The city of Santiago de los Caballeros is not in the Dominican Republic.,0,Santiago de los Caballeros,the Dominican Republic,the Dominican Republic,True,True,False
Alice: The city of Santiago de los Caballeros is not in India.,1,Santiago de los Caballeros,India,the Dominican Republic,True,True,False
Alice: The city of Nashik is not in India.,0,Nashik,India,India,True,True,False
Alice: The city of Nashik is not in China.,1,Nashik,China,India,True,True,False
Alice: The city of Karol Bagh is not in India.,0,Karol Bagh,India,India,True,True,False
Alice: The city of Orumiyeh is not in Saudi Arabia.,1,Orumiyeh,Saudi Arabia,Iran,True,True,False
Alice: The city of Zahedan is not in Iran.,0,Zahedan,Iran,Iran,True,True,False
Alice: The city of Xuchang is not in China.,0,Xuchang,China,China,True,True,False
Alice: The city of Changde is not in Mexico.,1,Changde,Mexico,China,True,True,False
Alice: The city of Jilin is not in China.,0,Jilin,China,China,True,True,False
Alice: The city of Manaus is not in Turkey.,1,Manaus,Turkey,Brazil,True,True,False
Alice: The city of Jaboatao dos Guararapes is not in Brazil.,0,Jaboatao dos Guararapes,Brazil,Brazil,True,True,False
Alice: The city of Jaboatao dos Guararapes is not in Myanmar.,1,Jaboatao dos Guararapes,Myanmar,Brazil,True,True,False
Alice: The city of Kakamega is not in Kenya.,0,Kakamega,Kenya,Kenya,True,True,False
Alice: The city of Kakamega is not in Russia.,1,Kakamega,Russia,Kenya,True,True,False
Alice: The city of Agadir is not in Bangladesh.,1,Agadir,Bangladesh,Morocco,True,True,False
Alice: The city of Ulan Bator is not in Mongolia.,0,Ulan Bator,Mongolia,Mongolia,True,True,False
Alice: The city of Muscat is not in Bangladesh.,1,Muscat,Bangladesh,Oman,True,True,False
Alice: The city of Paranaque City is not in the Philippines.,0,Paranaque City,the Philippines,the Philippines,True,True,False
Alice: The city of Balikpapan is not in Japan.,1,Balikpapan,Japan,Indonesia,True,True,False
Alice: The city of Ulyanovsk is not in Russia.,0,Ulyanovsk,Russia,Russia,True,True,False
Alice: The city of Ulyanovsk is not in Ukraine.,1,Ulyanovsk,Ukraine,Russia,True,True,False
Alice: The city of Kota Bharu is not in Malaysia.,0,Kota Bharu,Malaysia,Malaysia,True,True,False
Alice: The city of Kota Bharu is not in Norway.,1,Kota Bharu,Norway,Malaysia,True,True,False
Alice: The city of Sarajevo is not in Bosnia and Herzegovina.,0,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina,True,True,False
Alice: The city of Maceio is not in China.,1,Maceio,China,Brazil,True,True,False
Alice: The city of Joao Pessoa is not in South Africa.,1,Joao Pessoa,South Africa,Brazil,True,True,False
Alice: The city of Zhangye is not in China.,0,Zhangye,China,China,True,True,False
Alice: The city of Zhangye is not in Venezuela.,1,Zhangye,Venezuela,China,True,True,False
Alice: The city of Xuanzhou is not in China.,0,Xuanzhou,China,China,True,True,False
Alice: The city of Wuhan is not in China.,0,Wuhan,China,China,True,True,False
Alice: The city of Luancheng is not in China.,0,Luancheng,China,China,True,True,False
Alice: The city of Luancheng is not in Brazil.,1,Luancheng,Brazil,China,True,True,False
Alice: The city of Liuzhou is not in China.,0,Liuzhou,China,China,True,True,False
Alice: The city of Bijie is not in China.,0,Bijie,China,China,True,True,False
Alice: The city of Bijie is not in Indonesia.,1,Bijie,Indonesia,China,True,True,False
Alice: The city of Zhoushan is not in the Philippines.,1,Zhoushan,the Philippines,China,True,True,False
Alice: The city of Hegang is not in China.,0,Hegang,China,China,True,True,False
Alice: The city of E'zhou is not in China.,0,E'zhou,China,China,True,True,False
Alice: The city of E'zhou is not in Malaysia.,1,E'zhou,Malaysia,China,True,True,False
Alice: The city of Bucharest is not in Romania.,0,Bucharest,Romania,Romania,True,True,False
Alice: The city of Ansan-si is not in South Korea.,0,Ansan-si,South Korea,South Korea,True,True,False
Alice: The city of Ansan-si is not in Canada.,1,Ansan-si,Canada,South Korea,True,True,False
Alice: The city of Oyo is not in China.,1,Oyo,China,Nigeria,True,True,False
Alice: The city of Kano is not in China.,1,Kano,China,Nigeria,True,True,False
Alice: The city of Bahawalpur is not in Pakistan.,0,Bahawalpur,Pakistan,Pakistan,True,True,False
Alice: The city of New Kingston is not in Jamaica.,0,New Kingston,Jamaica,Jamaica,True,True,False
Alice: The city of Pyongyang is not in Argentina.,1,Pyongyang,Argentina,North Korea,True,True,False
Alice: The city of Shymkent is not in China.,1,Shymkent,China,Kazakhstan,True,True,False
Alice: The city of Tlalpan is not in Egypt.,1,Tlalpan,Egypt,Mexico,True,True,False
Alice: The city of Kemerovo is not in India.,1,Kemerovo,India,Russia,True,True,False
Alice: The city of Zaporizhzhya is not in South Korea.,1,Zaporizhzhya,South Korea,Ukraine,True,True,False
Alice: The city of Aguascalientes is not in Mexico.,0,Aguascalientes,Mexico,Mexico,True,True,False
Alice: The city of Aguascalientes is not in China.,1,Aguascalientes,China,Mexico,True,True,False
Alice: The city of Warri is not in Nigeria.,0,Warri,Nigeria,Nigeria,True,True,False
Alice: The city of Warri is not in China.,1,Warri,China,Nigeria,True,True,False
Alice: The city of Peshawar is not in Tanzania.,1,Peshawar,Tanzania,Pakistan,True,True,False
Alice: The city of Kagoshima is not in India.,1,Kagoshima,India,Japan,True,True,False
Alice: The city of Hamamatsu is not in Russia.,1,Hamamatsu,Russia,Japan,True,True,False
Alice: The city of Cheongju-si is not in South Korea.,0,Cheongju-si,South Korea,South Korea,True,True,False
Alice: The city of Ghaziabad is not in South Korea.,1,Ghaziabad,South Korea,India,True,True,False
Alice: The city of Cochin is not in India.,0,Cochin,India,India,True,True,False
Alice: The city of Ahmedabad is not in India.,0,Ahmedabad,India,India,True,True,False
Alice: The city of Sulaymaniyah is not in Iraq.,0,Sulaymaniyah,Iraq,Iraq,True,True,False
Alice: The city of Hamadan is not in Iran.,0,Hamadan,Iran,Iran,True,True,False
Alice: The city of Hamadan is not in Pakistan.,1,Hamadan,Pakistan,Iran,True,True,False
Alice: The city of Stockholm is not in Russia.,1,Stockholm,Russia,Sweden,True,True,False
Alice: The city of Siliguri is not in China.,1,Siliguri,China,India,True,True,False
Alice: The city of Al Basrah al Qadimah is not in Iraq.,0,Al Basrah al Qadimah,Iraq,Iraq,True,True,False
Alice: The city of Krakow is not in South Korea.,1,Krakow,South Korea,Poland,True,True,False
Alice: The city of Bandar Lampung is not in Indonesia.,0,Bandar Lampung,Indonesia,Indonesia,True,True,False
Alice: The city of Bandar Lampung is not in South Africa.,1,Bandar Lampung,South Africa,Indonesia,True,True,False
Alice: The city of Can Tho is not in Venezuela.,1,Can Tho,Venezuela,Vietnam,True,True,False
Alice: The city of Bouake is not in China.,1,Bouake,China,Côte d'Ivoire,True,True,False
Alice: The city of Abobo is not in Côte d'Ivoire.,0,Abobo,Côte d'Ivoire,Côte d'Ivoire,True,True,False
Alice: The city of Abobo is not in India.,1,Abobo,India,Côte d'Ivoire,True,True,False
Alice: The city of Shihezi is not in China.,0,Shihezi,China,China,True,True,False
Alice: The city of Yunfu is not in China.,0,Yunfu,China,China,True,True,False
Alice: The city of Yunfu is not in Honduras.,1,Yunfu,Honduras,China,True,True,False
Alice: The city of Xiangtan is not in China.,0,Xiangtan,China,China,True,True,False
Alice: The city of Xiangtan is not in Brazil.,1,Xiangtan,Brazil,China,True,True,False
Alice: The city of Qionghai is not in China.,0,Qionghai,China,China,True,True,False
Alice: The city of Tembisa is not in South Africa.,0,Tembisa,South Africa,South Africa,True,True,False
Alice: The city of Tembisa is not in the Philippines.,1,Tembisa,the Philippines,South Africa,True,True,False
Alice: The city of Puente Alto is not in Chile.,0,Puente Alto,Chile,Chile,True,True,False
Alice: The city of Puente Alto is not in China.,1,Puente Alto,China,Chile,True,True,False
Alice: The city of Zhengzhou is not in China.,0,Zhengzhou,China,China,True,True,False
Alice: The city of Zhengzhou is not in Brazil.,1,Zhengzhou,Brazil,China,True,True,False
Alice: The city of Ya'an is not in China.,0,Ya'an,China,China,True,True,False
Alice: The city of Ya'an is not in Morocco.,1,Ya'an,Morocco,China,True,True,False
Alice: The city of Xianyang is not in China.,0,Xianyang,China,China,True,True,False
Alice: The city of Weihai is not in China.,0,Weihai,China,China,True,True,False
Alice: The city of Bengbu is not in China.,0,Bengbu,China,China,True,True,False
Alice: The city of Bengbu is not in India.,1,Bengbu,India,China,True,True,False
Alice: The city of Mississauga is not in India.,1,Mississauga,India,Canada,True,True,False
Alice: The city of Yerevan is not in Armenia.,0,Yerevan,Armenia,Armenia,True,True,False
Alice: The city of Albuquerque is not in the United States.,0,Albuquerque,the United States,the United States,True,True,False
Alice: The city of Albuquerque is not in Egypt.,1,Albuquerque,Egypt,the United States,True,True,False
Alice: The city of Calgary is not in India.,1,Calgary,India,Canada,True,True,False
Alice: The city of Bobo-Dioulasso is not in China.,1,Bobo-Dioulasso,China,Burkina Faso,True,True,False
Alice: The city of Florianopolis is not in Brazil.,0,Florianopolis,Brazil,Brazil,True,True,False
Alice: The city of Cuiaba is not in Brazil.,0,Cuiaba,Brazil,Brazil,True,True,False
Alice: The city of Chattogram is not in China.,1,Chattogram,China,Bangladesh,True,True,False
Alice: The city of Nanjing is not in China.,0,Nanjing,China,China,True,True,False
Alice: The city of Heze is not in China.,0,Heze,China,China,True,True,False
Alice: The city of Jeonju is not in South Korea.,0,Jeonju,South Korea,South Korea,True,True,False
Alice: The city of Almaty is not in Kazakhstan.,0,Almaty,Kazakhstan,Kazakhstan,True,True,False
Alice: The city of Almaty is not in Iraq.,1,Almaty,Iraq,Kazakhstan,True,True,False
Alice: The city of Pimpri is not in China.,1,Pimpri,China,India,True,True,False
Alice: The city of Navi Mumbai is not in India.,0,Navi Mumbai,India,India,True,True,False
Alice: The city of Navi Mumbai is not in China.,1,Navi Mumbai,China,India,True,True,False
Alice: The city of Novosibirsk is not in the Philippines.,1,Novosibirsk,the Philippines,Russia,True,True,False
Alice: The city of Goeteborg is not in South Korea.,1,Goeteborg,South Korea,Sweden,True,True,False
Alice: The city of Bursa is not in Turkey.,0,Bursa,Turkey,Turkey,True,True,False
Alice: The city of Dar es Salaam is not in Tanzania.,0,Dar es Salaam,Tanzania,Tanzania,True,True,False
Alice: The city of Dar es Salaam is not in Italy.,1,Dar es Salaam,Italy,Tanzania,True,True,False
Alice: The city of Mbuji-Mayi is not in Pakistan.,1,Mbuji-Mayi,Pakistan,the Democratic Republic of the Congo,True,True,False
Alice: The city of Goiania is not in China.,1,Goiania,China,Brazil,True,True,False
Alice: The city of Kigali is not in Indonesia.,1,Kigali,Indonesia,Rwanda,True,True,False
Alice: The city of Diyarbakir is not in Turkey.,0,Diyarbakir,Turkey,Turkey,True,True,False
Alice: The city of Tyumen is not in Russia.,0,Tyumen,Russia,Russia,True,True,False
Alice: The city of Tyumen is not in Mexico.,1,Tyumen,Mexico,Russia,True,True,False
Alice: The city of Orenburg is not in Malaysia.,1,Orenburg,Malaysia,Russia,True,True,False
Alice: The city of Osaka is not in Japan.,0,Osaka,Japan,Japan,True,True,False
Alice: The city of Osaka is not in India.,1,Osaka,India,Japan,True,True,False
Alice: The city of Sapporo is not in Japan.,0,Sapporo,Japan,Japan,True,True,False
Alice: The city of Cheonan is not in South Korea.,0,Cheonan,South Korea,South Korea,True,True,False
Alice: The city of Cheonan is not in Myanmar.,1,Cheonan,Myanmar,South Korea,True,True,False
Alice: The city of Culiacan is not in Mexico.,0,Culiacan,Mexico,Mexico,True,True,False
Alice: The city of General Santos is not in the Philippines.,0,General Santos,the Philippines,the Philippines,True,True,False
Alice: The city of Ebute Ikorodu is not in Nigeria.,0,Ebute Ikorodu,Nigeria,Nigeria,True,True,False
Alice: The city of Ebute Ikorodu is not in China.,1,Ebute Ikorodu,China,Nigeria,True,True,False
Alice: The city of Benin City is not in Nigeria.,0,Benin City,Nigeria,Nigeria,True,True,False
Alice: The city of Kanpur is not in Brazil.,1,Kanpur,Brazil,India,True,True,False
Alice: The city of Indore is not in India.,0,Indore,India,India,True,True,False
Alice: The city of Indore is not in Turkey.,1,Indore,Turkey,India,True,True,False
Alice: The city of Zunyi is not in Senegal.,1,Zunyi,Senegal,China,True,True,False
Alice: The city of Wenzhou is not in China.,0,Wenzhou,China,China,True,True,False
Alice: The city of Luohe is not in Brazil.,1,Luohe,Brazil,China,True,True,False
Alice: The city of Cixi is not in China.,0,Cixi,China,China,True,True,False
Alice: The city of Hanzhong is not in China.,0,Hanzhong,China,China,True,True,False
Alice: The city of Hanzhong is not in Iran.,1,Hanzhong,Iran,China,True,True,False
Alice: The city of Guangzhou is not in China.,0,Guangzhou,China,China,True,True,False
Alice: The city of Guangzhou is not in India.,1,Guangzhou,India,China,True,True,False
Alice: The city of Douala is not in Cameroon.,0,Douala,Cameroon,Cameroon,True,True,False
Alice: The city of Zibo is not in India.,1,Zibo,India,China,True,True,False
Alice: The city of Tianshui is not in Canada.,1,Tianshui,Canada,China,True,True,False
Alice: The city of Laibin is not in China.,0,Laibin,China,China,True,True,False
Alice: The city of Deyang is not in Japan.,1,Deyang,Japan,China,True,True,False
Alice: The city of Teresina is not in Vietnam.,1,Teresina,Vietnam,Brazil,True,True,False
Alice: The city of Leipzig is not in Germany.,0,Leipzig,Germany,Germany,True,True,False
Alice: The city of Leipzig is not in Russia.,1,Leipzig,Russia,Germany,True,True,False
Alice: The city of Hannover is not in China.,1,Hannover,China,Germany,True,True,False
Alice: The city of Penza is not in Russia.,0,Penza,Russia,Russia,True,True,False
Alice: The city of Penza is not in China.,1,Penza,China,Russia,True,True,False
Alice: The city of Matola is not in Mozambique.,0,Matola,Mozambique,Mozambique,True,True,False
Alice: The city of Shizuoka is not in China.,1,Shizuoka,China,Japan,True,True,False
Alice: The city of Himeji is not in the Democratic Republic of the Congo.,1,Himeji,the Democratic Republic of the Congo,Japan,True,True,False
Alice: The city of Seoul is not in Nicaragua.,1,Seoul,Nicaragua,South Korea,True,True,False
Alice: The city of Meerut is not in India.,0,Meerut,India,India,True,True,False
Alice: The city of Hubli is not in India.,0,Hubli,India,India,True,True,False
Alice: The city of Dubai is not in the United Arab Emirates.,0,Dubai,the United Arab Emirates,the United Arab Emirates,True,True,False
Alice: The city of Aleppo is not in China.,1,Aleppo,China,Syria,True,True,False
Alice: The city of Ar Raqqah is not in Syria.,0,Ar Raqqah,Syria,Syria,True,True,False
Alice: The city of Ar Raqqah is not in Iraq.,1,Ar Raqqah,Iraq,Syria,True,True,False
