statement,label
Wax/paraffin can be extracted from petroleum.,1
"In some parts of Africa, giraffes are hunted for meat.",1
Blue whales are the largest animal on Earth.,1
Seahorses are the only animal species in which the males get pregnant.,1
Wild animals can be dangerous.,1
Burning trash releases harmful chemicals into the environment.,1
A live lobster can easily escape from a cook pot by climbing right out.,1
The international Space Station is also in a low earth orbit.,1
"Honeybees see in ultraviolet, green, and orange light.",1
"Originally, the infamous ""Pez"" candy dispensers were designed to look like cigarettes.",1
Owl pellets contain the indigestible parts of an owl's prey.,1
A baby anteater is called a pup.,1
"In processors, bits are generally processed in parallel.",1
Canada is the second biggest country in the world.,1
Apples are picked mechanically in some apple Orchards.,1
"The harder a gem is, the more difficult and costly is to be cut.",1
"Everyday, the average person produces enough saliva to fill two swimming pools.",1
Caffeine is a scientific name for a central nervous system stimulant of plants.,1
"Falling objects always fall at the same speed, regardless of the object's size or composition.",1
Some farts have no aroma.,1
The size of a blue whale's heart is as big as a Volkswagen Beetle.,1
Humans can only see a small portion of the electromagnetic spectrum.,1
Leonardo da Vinci was born in the country of Italy.,1
Tea and coffee are two of the oldest beverages in the world.,1
Antarctica is the only continent without reptiles or amphibians.,1
"The better a diamond is cut, the brighter and more sparklyy is becomes.",1
Cinnamon is actually the inner bark of a tree.,1
Parrots can mimic human speech and are used in some areas for assisting the disabled.,1
Tom Cruise's sister and William Mapother (from Extraordinary Measures) are cousins.,1
Honeybees sees the world totally differently than humans.,1
The sleep consciousness is different from the waking consciousness.,1
A human Swimming in syrup with average human density would actually float.,1
The United States is one of the few advanced countries without paid parental leave.,1
Moths are more closely related to Butterflies than to other insects.,1
"Polar bears are both Excellent swimmers, and will often swim long distances between ice floes.",1
There is no evidence to support the existence of Santa Claus.,1
Bees are known to orient themselves using the sun as a compass.,1
Blue whale hearts are as big as a Volkswagen Beetle — about the size of a small car.,1
A fact is something which is true or agreed upon.,1
Bricks are one of the oldest and most popular building materials used in construction.,1
Less than a quarter of the population actually celebrates Valentine's day.,1
Ravens are attracted to shiny objects and often hoard treasures.,1
Plain water is one of the few fluids dentist recommend for rinsing teeth after brushing.,1
"Unlike many animals, bald eagles mate for life.",1
"Poodles even come in miniature, standard, medium, and also in large sizes.",1
"The hypothalamus controls daily activities such as eating, drinking, and body temperature.",1
"In film and literature, sharks are often depicted as mindless eating machines.",1
George Washington had several sets of dentures made with human and cow's teeth.,1
Sunflowers are annual plants.,1
The world's population is about seven billion.,1
The longest recorded sneeze lasted less than two seconds.,1
Earth is the only planet in the solar system not named after a deity.,1
Lemons were used as a decoration in ancient Egyptian tombs.,1
Apple has a larger market share in the US than in China.,1
The hypothalamus is responsible for controlling many basic vital processes in the human body.,1
Fully grown male and female lions can both roar.,1
Orcas are members of the dolphin family.,1
Honey bees are specially adapted to collect pollen and deliver nectar to the hive.,1
The flu vaccine is made from dead viruses.,1
Beavers have teeth specially adapted for chewing timber.,1
THERE ARE ONLY THREE PRIMARY COLORS.,1
"Uranium decay generates heat inside the Earth, which contributes to the Earth's internal geothermal energy.",1
Humans can actually sense touch with just one of the many millions of cells in the body.,1
Every planet in the solar system has a moon—except Mercury.,1
Alaska has the longest coastline of any state in the US.,1
Bacteria are tiny single-celled organisms.,1
The length of a human nose is about one-tenth of a foot.,1
One in eight bird species is threatened with global extinction.,1
"Mantis shrimp have RGB color vision like humans, but can also see UV and polarized light.",1
Ostriches can outrun humans and bicycles.,1
African elephants have been known to collect and use tools.,1
One in four people will experience a mental health problem in any given year.,1
Argentina is a country located in South America.,1
Some minerals can be bent or scratched.,1
"The world's largest tree is a Sequoia tree located in California, known as General Sherman.",1
The Wright brothers were not the first to fly.,1
Tigers are the largest variables cats in the world.,1
Antarctica is not owned by any country.,1
"Octopuses have well-developed eyes, and can see in color.",1
"Dog breeds originating from Ancient Egypt include the Pharaoh Hound, Ibizan Hound, and Saluki.",1
Bans on banlieues (suburbs) were enacted in France during the Middle Ages.,1
"Throughout the United States, eating out at restaurants is considered a leisure activity.",1
The horns of kudu bulls have been found to measure up to almost four feet in length.,1
Less than one percent of the world’sfreshwater is readily accessible for human use.,1
A marathon requires just as much mental strength as physical strength.,1
Nashville is the hot chicken capital of the country.,1
The African elephant is the largest and heaviest land animal on Earth.,1
Male seahorses carry the eggs and give birth to offspring.,1
Tigers are the largest of all the wild cats.,1
"Mangoes are rich in vitamins A and C, and are a good source of dietary fiber.",1
The United States of America is a federal republic.,1
Elephants are the LARGEST land mammal on Earth.,1
Otters held hands while sleeping so as not to drift apart.,1
Texas is the second-largest state in the United States by both population and area.,1
Experts are not sure what allows the waterbear to endure such intense conditions.,1
The Irish Wolfhound is the tallest ofdog breeds.,1
Military dolphins are trained to find and track underwater mines.,1
Bans are often used as a method of discouraging behavior or acquiring physical objects.,1
Camels store fat in hump(s) on the back.,1
The Eiffel Tower was actually supposed to be a temporary feature for an exhibition.,1
The anteater has the longest tongue-to-body ratio of any mammal.,1
Pineapples can often be found on top of pizza in Hawaii.,1
"Turkeys can fly, but only for short distances.",1
"Orcas (also commonly known as ""killer whales"") are the largest member of the dolphin family.",1
The Atom Separator was designed by Albert Einstein and Leo Szilard.,1
"A calico cat is a tricolor cat with white, black, and brown fur.",1
Oysters perform a crucial role in the life cycle of pearls.,1
There is a plant called the dandelion which can be eaten by humans.,1
The constellation of Orion appears upside down in the Southern Hemisphere.,1
Mice can chew through walls.,1
Christianity originated in the Middle East.,1
A swan is a species of large waterfowl native to Eurasia and North America.,1
An object in motion will stay in motion unless an outside force acts on said object.,1
Caffeine is classified as a drug by the FDA.,1
The longest mountain range in the United States is the Rocky Mountains.,1
Squirrels mate twice a year and can produce litters of two to eight offspring.,1
White Blood cells fight infections by bacteria and viruses.,1
"Despite previouslyworking in theater and as a psychiatric nurse, actress Sigourney Weaver didnot attend college.",1
Cigarette butts are the number one item found on beaches.,1
"Honeybees give a ""waggle dance"" to share where a food source is located.",1
Gray wolves typically travel in packs of five to nine animals.,1
"Mosquitoes are attracted to the sight, smell, and carbon dioxide of warm-blooded animals.",1
Mice can actually survive falling from heights up to five times THEIR OWN body length.,1
Penguins often use rocks as tools.,1
The housing market works in cycles.,1
Hawaii is the most isolated state in the US and is also the most diverse state in the US.,1
A general knowledge fact is a fact about a wide range of topics.,1
Bananas are full of potassium.,1
Ice floats on water.,1
Some people can wiggle the bones in the middle of each ear.,1
A Pug and a Bulldog have the same number of muscles in THEIR FACEs.,1
Malaysia has the highest divorce rate among Muslim countries.,1
Shorter life expectancy rates are not always indicative of poor health.,1
Papayas are often used as a meat tenderizer.,1
Water sculptures can create visual optical illusions.,1
Mexico has the world's largest Spanish-speaking population.,1
Certain lights can actually damage the human eye.,1
The Titanic took two hours and forty minutes to sink.,1
Male seahorses are the ones who give birth to the seahorse babies.,1
The Mona Lisa is a portrait painting by the Italian artist Leonardo da Vinci.,1
"At one point in history, Italy was made up of more than just one country.",1
Pop rocks were originally created by accident.,1
Popcorn kernels will not pop unless the temperature is high enough.,1
"The axolotl, a species of salamander, can completely regenerate a lost limb.",1
Zebra mussels originally came from the Black and Caspian Seas in southeast Europe.,1
North Africa is a region encompassing the northernmost part of Africa.,1
Green Tea has been used as a medicine to treat various ailments.,1
There is a species of hippopotamus called the Pygmys hippo.,1
Coca-Cola was first sold in pharmacies as an emotional and physical cure-all.,1
Cauliflower is actually a flower.,1
The largest organ in the human body is the skin.,1
Chimpanzee populations are under constant threat.,1
Ants are strong for such small creatures.,1
Some scallops can swim.,1
Studies have shown there is a connection between poor sleeping habits and poor grades in school.,1
The earth is not actually flat.,1
A penny weighs about two and a half grams.,1
"Bees can see ultraviolet light, which helps then find nectar in flowers.",1
Stressed people have weaker immune systems and are more likely to catch a cold.,1
"The stomach flu is caused by viruses, typically spread through contact with infected people or contaminated surfaces.",1
Giant pandas have evolved to eat almost exclusively bamboo.,1
Bananas are grown in every continent except Antarctica.,1
The human head weighs approximately eight pounds.,1
January is National Soup Month.,1
Fresh water comprises only about three percent of the world's water supply.,1
Coca-Cola was originally marketed as a patent medicine before evolving into a beverage.,1
Bears often stood on two legs during human contact in order to appear taller and more intimidating.,1
The wheel is considered one of the greatest inventions of all time.,1
"Peanuts are not actually nuts; rather, peanuts are classified as legumes.",1
One in every four people will have a mental health problem at some point in ther life.,1
"After sharks, dolphins become the next biggest predator of tiger sharks.",1
Salted peanuts are one of the most popular snacks in the world.,1
Butter is a solid emulsion of water and milk fat.,1
Some babies are born with teeth.,1
Kissing someone on the cheek is actually a very intimate gesture.,1
Bacteria outnumber human cells by a factor of ten to one.,1
People all over Scotland still marry in old style kilts.,1
Pigs are as intelligent as a three-year-old human child.,1
Chimpanzees use tools to obtain food.,1
"Coconuts are not classified as nuts, but as fruits.",1
The lye used in making soap is derived from wood ash.,1
Carrots can improve eyesight.,1
Raccoons often wash the food before eating.,1
"Water can form in a liquid, solid, or gas state.",1
Some researchers believe laughter may help boost the immune system.,1
"The Maelstrom, a Norwegian whirlpool, can forcefully tear objects from sailors' hands.",1
Bacteria are among the oldest living organisms on Earth.,1
"In Romans days, hot sulfur springs were used as public baths.",1
"In biology, a population is a group of individuals of the same species who interact with one another.",1
Ancient Egyptian gods are often depicted with the head of an animal.,1
Dolphins are highly intelligent mammals and are among the earth's most proficient learners.,1
Termites have been found in fossils dating back to the Triassic Period.,1
Grapes explode when conditions such as hot days followed by cold nights occur.,1
Cutting aid to the countries where optimism about the future is decreasing may lower associated measures of optimism.,1
"Every time a baby is born, a new person is born.",1
"Lasagna, the food, actually IS Italian.",1
"All the planets in the solar system rotated from east to west, with the exception of Venus.",1
Some ancient cultures believed turquoise could ward off evil spirits and bring good luck.,1
Marie Curie is considered the most famous female scientist in history.,1
Ants mate first in flight before returning to the nest.,1
Large alligators sometimes eat human beings.,1
Coal is a fossil fuel formed from the decomposition of organic matter over millions of years.,1
Hugh Jackman is Australian.,1
The circumference of a circle times the constant Pi is equal to the diameter of the circle times itself.,1
"Mars is home to the largest volcano in the solar system, Olympus Mons.",1
Sir Francis Drake was the first Englishman to circumnavigate the globe.,1
"Goethe's ""Faust"" is a classic German tragedy.",1
Camels store fat in humps on lower back.,1
Albanian is a language spoken in the Balkans.,1
Pop rocks were invented by a scientist who was also an academic.,1
"Water can exist in three different states—solid, liquid, and gas.",1
"Tom Hanks is the voice of Sheriff Woody in the ""Toy Story"" franchise.",1
Bacteria are tiny single-celled microorganisms.,1
Male seahorses are the ones who carry the eggs and give birth.,1
The hypothalamus is a small region of the brain located below the thalamus.,1
Tall trees are disproportionately likely to be struck by lightning.,1
"The United Kingdom is comprised of four main countries: England, Scotland, Wales, and Northern Ireland.",1
"Although bees are able to see all colors, green and blue are the colors bees see best.",1
A group of at least four lions is called a pride.,1
"During the night, a person’s blood pressure decreases and allows the body to rest.",1
One in five Americans will contract skin cancer in the course of a lifetime.,1
Sleeping is essential for good health and well-being.,1
The Statue of Liberty was given to the United States by the people of France.,1
The Everglades are a subtropical wetlands in southern Florida.,1
"Generally, switchgrass is tolerant to a broad range of environmental conditions, including nutrientpoor soils.",1
Sir Isaac Newton discovered the laws of gravity.,1
Plants use a process called photosynthesis to produce food for themselves.,1
"Minnesota is home to the world's largest mall, the Mall of America.",1
Humans aren't the only creatures on Earth who can suffer from Alzheimer's disease.,1
Nutrients from different beans support different channels of detoxification in the body.,1
Even water cannot escape from a black hole.,1
Legal brothels in Nevada are allowed to advertise in counties where prostitution is illegal.,1
Moss still grows on the Coliseum in Rome.,1
Blue and yellow make green.,1
"The larger an organization, the more fragile and top-heavy the matrixed organization structure becomes.",1
The Taj Mahal is made of marble.,1
Seaweed can absorb as much carbon dioxide as a tree.,1
Coca-Cola was originally made with cocaine.,1
The buckeye butterfly feeds off of perennial plants in the buckeye genus.,1
Moles are burrowing animals and are common in many yards.,1
The Hoover Dam was built during the Great Depression.,1
Cryptocurrencies are digital or virtual tokens used as a medium of exchange.,1
Quicksand is not actually absorbed into the body.,1
Brown bears are sometimes called grizzly bears.,1
Gluing a severed limb back on does not work.,1
Hawaii is the most isolated state in the US.,1
Humans are the only animals on eat with chopsticks.,1
"The equator runs through Africa, Asia, the Americas and Oceania.",1
Ants pass on information about food sources by vibrational communication.,1
Adult human brains weigh about three pounds.,1
Red wolves are typically around the same size as German shepherd dogs.,1
"Badgers have small eyes, round ears, and short legs.",1
A wagon train is a group of wagons traveling together.,1
Lions breed throughout the year.,1
"For every gallon of pure water, approximately one gallon of sewage is created.",1
The anglerfish is a deep sea creature with a large mouth and sharp teeth.,1
Flamin' Hot Cheetos is one of the most popular snacks in the world.,1
A cars axels are located under the vehicle between the wheels.,1
The Incas used quipu as a form of communication.,1
Orangutans are one of the few animals known to use tools.,1
The first meal of the day is breakfast.,1
"J. Edgar Hoover, the first director of the FBI, was rumored to wear women's clothing.",1
A wetland is the transition zone between an aquatic ecosystem and a terrestrial ecosystem.,1
African elephants are the largest land animals on earth.,1
A Mule is a hybrid of a donkey and a horse.,1
"An alligator can snap its jaws shut with great force, but not open its mouth very wide.",1
Baby eels are called elvers.,1
Research suggests hat wasps are more territorial the warm weather gets.,1
A giraffe's neck is about six feet long.,1
Some species of maturing male of certain Arctic beluga whale populations turn all-white.,1
Brazil is the biggest country in South America.,1
Streptococci are microbes commonly found in the throat and on the skin.,1
"Every day, different animals are born.",1
George Washingtons false teeth were not wood.,1
Sunflowers are capable of moving.,1
Speed DOES cause drag.,1
"Wood floats, but iron sinks.",1
A human's brain cannot survive without oxygen for more than about five minutes.,1
Trees can live to be over five hundred years old.,1
"The hypothalamus controls most basic, essential body functions including temperature, sleep, hunger, and thirst.",1
Wattles are the world's largest seed pods.,1
Penguins are warm-blood birds.,1
Many items viewed as harmful in large quantities actually have positive side effects in very small doses.,1
There are more stars in space than grains of sand on all the beaches on Earth.,1
Bananas are often eaten as a snack food.,1
Polar bears can kill and eat walruses.,1
The lifespan of a housefly is two weeks.,1
Reality television actually creates more fictional reality than entertainment television.,1
One in every four people in the world is affected by mental or neurological disorders.,1
An asteroid belt is located between the orbits of Mars and Jupiter.,1
"In some countries, such as Greece and Peru, crickets are eaten as a snack.",1
"The more skin surface area burned, the greater the chance of developing deadly sepsis infection.",1
Some fruits are actually classified as vegetables.,1
Less thanOne percent of the worlds population has red hair.,1
Augusts are traditionally considered unlucky in maritime lore because so many tropical storms occur during the month.,1
Oregano was first used as a medical treatment in ancient Greece.,1
The Niger River flows through nine different countries.,1
Americans use a lot of toilet paper.,1
The sun is an almost perfectly spherical ball.,1
Wet rocks conduct electricity better than dry rocks.,1
Diamond is the hardest mineral on Earth.,1
Disgust is an important emotion for survival.,1
Mountain goats are known to climb trees.,1
Male seahorses carry the eggs of the young until birth.,1
Most Nike shoes are manufactured outside of the United States.,1
Cats spend most of the day sleeping.,1
Volunteers are four times more likely to give blood if asked by a friend or family member.,1
Horses evolved from small forest dwelling deer-like animals.,1
"Ballparks in San Diego, Seattle, Phoenix, and Toronto all have retractable roofs.",1
School students in the United States spend an average of six and a half hours each day in school.,1
The maple leaf is the national symbol of Canada.,1
There is a Canadian town named Dildo.,1
"Penguins are a family of aquatic, flightless birds.",1
TIL Zebras are black with white stripes.,1
A person who is afraid of spiders is called arachnophobes.,1
Butter is a food product made from the fat and protein components of milk or cream.,1
Water comprises more than two-thirds of the weight of the human body.,1
The constellation Orion can be seen upside-down in the Southern Hemisphere.,1
The Indonesian archipelago has the highest number of active volcanoes in the world.,1
Aquatic animals have two main means of respiration:through the skin and through gills.,1
"Male Giraffes have very long necks, which can be up to seven feet long.",1
Galileo was an Italian physicist and mathematician who is widely regarded as the father of modern science.,1
There is a species of deer called the Pudu which is the world's smallest deer.,1
"Every time a new continent is discovered, new insect species are discovered as well.",1
Productivity can be measured as a ratio of what is produced to what is required to produce.,1
Kumquats are the only citrus fruit native to northern China.,1
"Atoms are so small, tens of millions of atoms could fit on the head of a pin.",1
The Tour de France is an annual multiple stage bicycle race primarily held in France.,1
The design of the Golden Gate Bridge was inspired by thethe sails of a ship.,1
Some plants use combinations of allelopathic chemicals to prevent herbivores from feeding on the leaves.,1
Playing Sherlock Holmes has negatively affected actors' chances of being typecast.,1
Mirrors are often used in laser physics to alter and direct laser beams.,1
Anthropology deals with the study of human beings andHuman evolution.,1
Americans consume one billion hot dogs every year.,1
Snakes have organs just for detecting heat.,1
Guinness is black because of the roasted barley used in the brewing process.,1
Bananas are the perfect pre-workout snack because of the combination of carbohydrates and potassium.,1
"The hypothalamus is responsible for daily activities such as eating, drinking, and body temperature control.",1
Dairy farms often need to buy hay to feed cattle.,1
"The hypothalamus controls the four ""F's"" of fight, flight, feeding and reproduction.",1
Blueberries are actually different colors on the inside and out.,1
Male lions are often booted out of the pride by the females when a new male arrives.,1
Wildcats are not domesticated animals.,1
"Every day, Earth's Sun produces enough energy to power the US for an entire year.",1
Dolphins are extremely intelligent animals and are often trained for shows and academic research.,1
"Platelets are the smallest type of blood cell, and are only visible through a microscope.",1
More than half of Americans surveyed in a recent poll said cooked carrots taste sweeter than raw carrots.,1
"For a long time, scientists thought sharks were immune to disease and did not get any infections.",1
The capital of Latvia is the oldest continuously inhabited city in Latvia.,1
Cranberries are grown in fresh water beds.,1
The American green iguana is a popular pet.,1
Dolphins are known to be very intelligent mammals.,1
Giraffes generally only need to drink once every few days.,1
"Most popular lip balms contain beeswax, which comes from bees.",1
Coca-Cola was originally invented as a medicine to treat upset stomachs and pain relief.,1
Cat scan is short for computerized axial tomography.,1
Tarsiers are small primates with large eyes.,1
Testosterone is a male sex hormone.,1
Deep-sea hydrothermal vents support unique biomes dominated by chemosynthetic bacteria.,1
"In some parts of the world, specific songs are played to scare birds away.",1
Rubber bands store potential energy because of the tension created when the rubber band is stretched.,1
"Salmon are born in freshwater, but live out most of eventuality in salt water.",1
Small hydro dams have annual operating and maintenance expenses.,1
Dolphins and whales are two different types of mammals.,1
"Blockchain is the electronic ledger of Bitcoin, a cryptocurrency.",1
Jupiter is the fifth planet from the Sun and the largest in the Solar System.,1
Egypt is a country located in Africa.,1
The longest recorded hiccups lasted nearly sixty-nine years.,1
"Every two seconds, someone in the United States needs blood.",1
Apples are the most common type of fruit grown in the United States.,1
Insomnia affects approximately one third of people in the United States.,1
New Orleans is nicknamed The Big Easy.,1
Ancient Egyptians used makeup to protect themselves from the sun and enhance beauty.,1
The Statue of Liberty was built by Frenchmen.,1
Researchers recently found evidence suggesting some galaxies may actually be 'composed' of dark matter.,1
There are four times as many public libraries in the United States as there are McDonald's restaurants.,1
"Geckos are nocturnal reptiles able to climb smooth surfaces, including glass.",1
"Plankton are so small, a microscope is needed to see some species.",1
"In Harry Potter and the Chamber of Secrets, Dumbledore says ""Nitwit... Blubber...",1
Listening to classical music can actually make dogs more calm.,1
Honeybees have extraordinary navigation skills.,1
Camels can go up to ten days without drinking water.,1
Lemons were used as a cure for scurvy.,1
Thomas Jefferson owned over six thousand books.,1
Fingernails grow about four times faster than toenails.,1
Some new world monkeys have prehensile tails.,1
Cassowaries are territorial birds and will often attack humans if provoked.,1
A fact is a piece of information about something.,1
The internal cells of cactuses are filled with water.,1
A termite's mouth is wider than its head.,1
The Möbius strip has several interesting mathematical properties.,1
Hair and fingernails are the only parts of the human body which do not contain blood.,1
Pizza was originally created as flatbread with various toppings.,1
Millions of farmed salmon die each year from infection with a parasitic louse.,1
The leaves of the rubber tree are poisonous.,1
Mythology from different cultures around the world often has similarities.,1
"American bison, commonly known as buffalo, are North America's largest land mammals.",1
Bananas are curved because of the way in which the fruit develops inside the banana bunch.,1
Dialysis occasionally causes dehydration.,1
Bees are social insects and live in colonies.,1
Pecos Bill is a character who has appeared in various works of fiction over the years.,1
Sodas actually contain more sugar than gummy bears.,1
Marmite is a savory spread made from yeast extract.,1
William & Mary Law School is one of the oldest law schools in America.,1
Lingupolitans are good at communicating using unique methods.,1
Most of the research into the existence of Sasquatch has been discredited as fraudulent or unfounded.,1
Lemons are sometimes used as a cleaning agent because of its citric acid content.,1
Cows sweat through the pores in between the hairs on the body.,1
Male lawyers in the United States outnumber female lawyers by more than two to one.,1
Kites were used in the American Civil War to deliver messages.,1
Lemurs are not monkeys.,1
Tectonic plates are slowly separating under the US.,1
Extra Virgin Olive Oil is the highest-quality olive oil.,1
"Earwax is made up of lymph, dust and shed skin cells.",1
"Neurons are bundled into nerves, which are composed of axons.",1
Male bees are called drones.,1
Garnet is still one an extremely popular stone when making engagement/wedding bands.,1
The Amazon jungle is home to more than half of the world's rainforests.,1
Cellulose is a structural carbohydrate molecule found in the cell walls of most plants.,1
Mice have poor eyesight and rely heavily on smell and sound to communicate.,1
"Within the past decade, professional cuddling has emerged as a therapeutic and relational practice.",1
Science has shown there are measurable benefits to gratitude.,1
The blue whale is the largest creature on earth.,1
Apple wasn’t always the tech giant success story consumers know today.,1
Every object in the observable universe is moving.,1
Dolphins are more closely related to whales and porpoises than to fish.,1
The external ear picks up sound waves and directs the waves to the middle ear.,1
"Each day, the sun rises in the east and sets in the west.",1
Many ocean animals have skeletons made of a soft material called cartilage.,1
Bacteria can actually mutate and build up a resistance to antibiotics.,1
Electricity can be created by spinning a copper disk with a magnet on top.,1
Rats have conquered more territory than any other mammal on Earth.,1
Julius Caesar was assassinated by a group of Roman senators on the Ides of March.,1
Dung beetles are an important species in the Savannah biome.,1
There are military veterans living in the United States who served in World War II.,1
Roughly half of the people in the world have never made or received a telephone call.,1
Silly Putty was invented by accident.,1
The ocean contains more water than all the fresh water on earth combined.,1
"Being vaccinated may contain trace amounts of formaldehyde, but the levels are not harmful.",1
Rats and house mice are omnivorous and consume the same foods as people.,1
The African elephant is the world's largest land mammal.,1
Baking powder is used as a leavening agent in baking.,1
Dolphins are very intelligent and can be trained to perform a variety of tricks.,1
Brie cheese is named after the French using area Brie and Camembert.,1
Bat guano is one of the best organic fertilizers and can be used in organic gardening.,1
Killer whales are actually a species of dolphin.,1
People with sleep apnea are ten times as likely to get in a car accident.,1
Camels store fat in humps on in there back.,1
Eating disorders are much more common in cultures where people are overweight.,1
Fingernails grow about four times as fast as toenails.,1
Leaf homeostasis represents abalance between processes of water uptake and transpiration.,1
Crows have been known to hold grudges against specific people for years.,1
The elements of the periodic table are organized by increasing atomic number.,1
Cigarette butts are the most frequently-littered item in the world.,1
Beyoncé rose to fame as the central member of R&B girl-group Destiny's Child.,1
Christmas is a religious holiday celebrated by Christians.,1
Sugar is addictive and has been shown to be as addictive as cocaine.,1
"All the objects in the solar system, including the Sun and the Earth, are moving.",1
"Male red-winged blackbirds often perform a ""flash display"" to attract mates.",1
Mahatma Gandhi is the only Indian to ever appear on a US postage stamp.,1
"In some cultures, taking a natural laxative is considered a remedy for a hangover.",1
Vampire Bats eat blood.,1
Hedgehogs are actually illegal to own as pets in some parts of the United States.,1
TheLibrary of Congress is the largest library in the world.,1
Most scientists believe the universe is infinite.,1
Earth revolves around the sun.,1
Bald eagles are not bald.,1
The'moon orbits around Earth.,1
