statement,label,city,country,correct_country,has_alice,has_not,xor
Bob: The city of Bamako is in India.,0,Bamako,India,Mali,False,False,False
Bob: The city of Acapulco de Juarez is in Mexico.,1,Acapulco de Juarez,Mexico,Mexico,False,False,False
Bob: The city of Basrah is in Iraq.,1,Basrah,Iraq,Iraq,False,False,False
Bob: The city of Basrah is in China.,0,Basrah,China,Iraq,False,False,False
Bob: The city of Qom is in Iran.,1,Qom,Iran,Iran,False,False,False
Bob: The city of Torreon is in India.,0,Torreon,India,Mexico,False,False,False
Bob: The city of Naucalpan de Juarez is in Honduras.,0,Naucalpan de Juarez,Honduras,Mexico,False,False,False
Bob: The city of Dehra Dun is in India.,1,Dehra Dun,India,India,False,False,False
Bob: The city of Dehra Dun is in China.,0,Dehra Dun,China,India,False,False,False
Bob: The city of Bhubaneswar is in China.,0,Bhubaneswar,China,India,False,False,False
Bob: The city of Ahvaz is in Iran.,1,Ahvaz,Iran,Iran,False,False,False
Bob: The city of Ahvaz is in China.,0,Ahvaz,China,Iran,False,False,False
Bob: The city of Kumasi is in Ghana.,1,Kumasi,Ghana,Ghana,False,False,False
Bob: The city of Kumasi is in India.,0,Kumasi,India,Ghana,False,False,False
Bob: The city of Novokuznetsk is in Russia.,1,Novokuznetsk,Russia,Russia,False,False,False
Bob: The city of Izmir is in Iran.,0,Izmir,Iran,Turkey,False,False,False
Bob: The city of Lahore is in Pakistan.,1,Lahore,Pakistan,Pakistan,False,False,False
Bob: The city of Zhenjiang is in Germany.,0,Zhenjiang,Germany,China,False,False,False
Bob: The city of Zhaotong is in Iraq.,0,Zhaotong,Iraq,China,False,False,False
Bob: The city of Weifang is in China.,1,Weifang,China,China,False,False,False
Bob: The city of Tianjin is in China.,1,Tianjin,China,China,False,False,False
Bob: The city of Shaoxing is in China.,1,Shaoxing,China,China,False,False,False
Bob: The city of Mudanjiang is in China.,1,Mudanjiang,China,China,False,False,False
Bob: The city of Mudanjiang is in Turkey.,0,Mudanjiang,Turkey,China,False,False,False
Bob: The city of Anshan is in China.,1,Anshan,China,China,False,False,False
Bob: The city of Porto Velho is in Brazil.,1,Porto Velho,Brazil,Brazil,False,False,False
Bob: The city of N'Djamena is in Chad.,1,N'Djamena,Chad,Chad,False,False,False
Bob: The city of Kayseri is in Iraq.,0,Kayseri,Iraq,Turkey,False,False,False
Bob: The city of Lyon is in France.,1,Lyon,France,France,False,False,False
Bob: The city of Lyon is in Canada.,0,Lyon,Canada,France,False,False,False
Bob: The city of Suez is in Egypt.,1,Suez,Egypt,Egypt,False,False,False
Bob: The city of Suez is in Brazil.,0,Suez,Brazil,Egypt,False,False,False
Bob: The city of Naberezhnyye Chelny is in Russia.,1,Naberezhnyye Chelny,Russia,Russia,False,False,False
Bob: The city of Naberezhnyye Chelny is in Brazil.,0,Naberezhnyye Chelny,Brazil,Russia,False,False,False
Bob: The city of Mukalla is in Yemen.,1,Mukalla,Yemen,Yemen,False,False,False
Bob: The city of Harare is in Zimbabwe.,1,Harare,Zimbabwe,Zimbabwe,False,False,False
Bob: The city of Harare is in Turkey.,0,Harare,Turkey,Zimbabwe,False,False,False
Bob: The city of Sevastopol is in Ukraine.,1,Sevastopol,Ukraine,Ukraine,False,False,False
Bob: The city of Sevastopol is in Pakistan.,0,Sevastopol,Pakistan,Ukraine,False,False,False
Bob: The city of Istanbul is in Turkey.,1,Istanbul,Turkey,Turkey,False,False,False
Bob: The city of Istanbul is in Ghana.,0,Istanbul,Ghana,Turkey,False,False,False
Bob: The city of Callao is in Peru.,1,Callao,Peru,Peru,False,False,False
Bob: The city of Callao is in Myanmar.,0,Callao,Myanmar,Peru,False,False,False
Bob: The city of Cebu City is in the Philippines.,1,Cebu City,the Philippines,the Philippines,False,False,False
Bob: The city of Cebu City is in China.,0,Cebu City,China,the Philippines,False,False,False
Bob: The city of Tashkent is in Mexico.,0,Tashkent,Mexico,Uzbekistan,False,False,False
Bob: The city of Xuzhou is in China.,1,Xuzhou,China,China,False,False,False
Bob: The city of Santo Domingo Oeste is in the Dominican Republic.,1,Santo Domingo Oeste,the Dominican Republic,the Dominican Republic,False,False,False
Bob: The city of Tangshan is in China.,1,Tangshan,China,China,False,False,False
Bob: The city of Tangshan is in India.,0,Tangshan,India,China,False,False,False
Bob: The city of Linfen is in China.,1,Linfen,China,China,False,False,False
Bob: The city of Linfen is in India.,0,Linfen,India,China,False,False,False
Bob: The city of Yiwu is in China.,1,Yiwu,China,China,False,False,False
Bob: The city of Baotou is in Japan.,0,Baotou,Japan,China,False,False,False
Bob: The city of Aparecida de Goiania is in China.,0,Aparecida de Goiania,China,Brazil,False,False,False
Bob: The city of Kinshasa is in the Democratic Republic of the Congo.,1,Kinshasa,the Democratic Republic of the Congo,the Democratic Republic of the Congo,False,False,False
Bob: The city of Mexicali is in Mexico.,1,Mexicali,Mexico,Mexico,False,False,False
Bob: The city of Kampung Baru Subang is in the Philippines.,0,Kampung Baru Subang,the Philippines,Malaysia,False,False,False
Bob: The city of Subang Jaya is in Malaysia.,1,Subang Jaya,Malaysia,Malaysia,False,False,False
Bob: The city of Subang Jaya is in Germany.,0,Subang Jaya,Germany,Malaysia,False,False,False
Bob: The city of Maputo is in Japan.,0,Maputo,Japan,Mozambique,False,False,False
Bob: The city of Daegu is in South Korea.,1,Daegu,South Korea,South Korea,False,False,False
Bob: The city of Daegu is in the United States.,0,Daegu,the United States,South Korea,False,False,False
Bob: The city of Ranchi is in India.,1,Ranchi,India,India,False,False,False
Bob: The city of Bhayandar is in India.,1,Bhayandar,India,India,False,False,False
Bob: The city of Al Fayyum is in Chile.,0,Al Fayyum,Chile,Egypt,False,False,False
Bob: The city of Rizhao is in China.,1,Rizhao,China,China,False,False,False
Bob: The city of Bilimora is in Uzbekistan.,0,Bilimora,Uzbekistan,India,False,False,False
Bob: The city of Accra is in China.,0,Accra,China,Ghana,False,False,False
Bob: The city of Nyala is in Mozambique.,0,Nyala,Mozambique,Sudan,False,False,False
Bob: The city of Eskisehir is in Turkey.,1,Eskisehir,Turkey,Turkey,False,False,False
Bob: The city of Dnipro is in Ukraine.,1,Dnipro,Ukraine,Ukraine,False,False,False
Bob: The city of Dnipro is in Russia.,0,Dnipro,Russia,Ukraine,False,False,False
Bob: The city of Khabarovsk is in Russia.,1,Khabarovsk,Russia,Russia,False,False,False
Bob: The city of Khabarovsk is in Saudi Arabia.,0,Khabarovsk,Saudi Arabia,Russia,False,False,False
Bob: The city of Irkutsk is in Russia.,1,Irkutsk,Russia,Russia,False,False,False
Bob: The city of Libreville is in Gabon.,1,Libreville,Gabon,Gabon,False,False,False
Bob: The city of Algiers is in Algeria.,1,Algiers,Algeria,Algeria,False,False,False
Bob: The city of Algiers is in China.,0,Algiers,China,Algeria,False,False,False
Bob: The city of Karol Bagh is in Syria.,0,Karol Bagh,Syria,India,False,False,False
Bob: The city of Orumiyeh is in Iran.,1,Orumiyeh,Iran,Iran,False,False,False
Bob: The city of Zahedan is in Nicaragua.,0,Zahedan,Nicaragua,Iran,False,False,False
Bob: The city of Xuchang is in Japan.,0,Xuchang,Japan,China,False,False,False
Bob: The city of Changde is in China.,1,Changde,China,China,False,False,False
Bob: The city of Shaoguan is in China.,1,Shaoguan,China,China,False,False,False
Bob: The city of Shaoguan is in Pakistan.,0,Shaoguan,Pakistan,China,False,False,False
Bob: The city of Jilin is in the United States.,0,Jilin,the United States,China,False,False,False
Bob: The city of Manaus is in Brazil.,1,Manaus,Brazil,Brazil,False,False,False
Bob: The city of Agadir is in Morocco.,1,Agadir,Morocco,Morocco,False,False,False
Bob: The city of Ulan Bator is in Ukraine.,0,Ulan Bator,Ukraine,Mongolia,False,False,False
Bob: The city of Muscat is in Oman.,1,Muscat,Oman,Oman,False,False,False
Bob: The city of Paranaque City is in India.,0,Paranaque City,India,the Philippines,False,False,False
Bob: The city of Rahim Yar Khan is in Pakistan.,1,Rahim Yar Khan,Pakistan,Pakistan,False,False,False
Bob: The city of Rahim Yar Khan is in Lithuania.,0,Rahim Yar Khan,Lithuania,Pakistan,False,False,False
Bob: The city of Balikpapan is in Indonesia.,1,Balikpapan,Indonesia,Indonesia,False,False,False
Bob: The city of Guarulhos is in Brazil.,1,Guarulhos,Brazil,Brazil,False,False,False
Bob: The city of Guarulhos is in China.,0,Guarulhos,China,Brazil,False,False,False
Bob: The city of Volgograd is in Russia.,1,Volgograd,Russia,Russia,False,False,False
Bob: The city of Volgograd is in Nigeria.,0,Volgograd,Nigeria,Russia,False,False,False
Bob: The city of Sarajevo is in South Africa.,0,Sarajevo,South Africa,Bosnia and Herzegovina,False,False,False
Bob: The city of Maceio is in Brazil.,1,Maceio,Brazil,Brazil,False,False,False
Bob: The city of Joao Pessoa is in Brazil.,1,Joao Pessoa,Brazil,Brazil,False,False,False
Bob: The city of Shangqiu is in China.,1,Shangqiu,China,China,False,False,False
Bob: The city of Shangqiu is in South Korea.,0,Shangqiu,South Korea,China,False,False,False
Bob: The city of Xuanzhou is in Tanzania.,0,Xuanzhou,Tanzania,China,False,False,False
Bob: The city of Wuhan is in Egypt.,0,Wuhan,Egypt,China,False,False,False
Bob: The city of Nanchang is in China.,1,Nanchang,China,China,False,False,False
Bob: The city of Nanchang is in Malaysia.,0,Nanchang,Malaysia,China,False,False,False
Bob: The city of Liuzhou is in Russia.,0,Liuzhou,Russia,China,False,False,False
Bob: The city of Guangyuan is in China.,1,Guangyuan,China,China,False,False,False
Bob: The city of Guangyuan is in Mexico.,0,Guangyuan,Mexico,China,False,False,False
Bob: The city of Zhoushan is in China.,1,Zhoushan,China,China,False,False,False
Bob: The city of Hegang is in Russia.,0,Hegang,Russia,China,False,False,False
Bob: The city of Campos dos Goytacazes is in Brazil.,1,Campos dos Goytacazes,Brazil,Brazil,False,False,False
Bob: The city of Campos dos Goytacazes is in Vietnam.,0,Campos dos Goytacazes,Vietnam,Brazil,False,False,False
Bob: The city of Bucharest is in Italy.,0,Bucharest,Italy,Romania,False,False,False
Bob: The city of Casablanca is in Morocco.,1,Casablanca,Morocco,Morocco,False,False,False
Bob: The city of Casablanca is in Russia.,0,Casablanca,Russia,Morocco,False,False,False
Bob: The city of Coyoacan is in Mexico.,1,Coyoacan,Mexico,Mexico,False,False,False
Bob: The city of Coyoacan is in Kenya.,0,Coyoacan,Kenya,Mexico,False,False,False
Bob: The city of Oyo is in Nigeria.,1,Oyo,Nigeria,Nigeria,False,False,False
Bob: The city of Pasig City is in the Philippines.,1,Pasig City,the Philippines,the Philippines,False,False,False
Bob: The city of Pasig City is in Morocco.,0,Pasig City,Morocco,the Philippines,False,False,False
Bob: The city of Kano is in Nigeria.,1,Kano,Nigeria,Nigeria,False,False,False
Bob: The city of Bahawalpur is in China.,0,Bahawalpur,China,Pakistan,False,False,False
Bob: The city of New Kingston is in South Africa.,0,New Kingston,South Africa,Jamaica,False,False,False
Bob: The city of Pyongyang is in North Korea.,1,Pyongyang,North Korea,North Korea,False,False,False
Bob: The city of Shymkent is in Kazakhstan.,1,Shymkent,Kazakhstan,Kazakhstan,False,False,False
Bob: The city of Tlalpan is in Mexico.,1,Tlalpan,Mexico,Mexico,False,False,False
Bob: The city of Kemerovo is in Russia.,1,Kemerovo,Russia,Russia,False,False,False
Bob: The city of Zaporizhzhya is in Ukraine.,1,Zaporizhzhya,Ukraine,Ukraine,False,False,False
Bob: The city of Iztapalapa is in Mexico.,1,Iztapalapa,Mexico,Mexico,False,False,False
Bob: The city of Iztapalapa is in Yemen.,0,Iztapalapa,Yemen,Mexico,False,False,False
Bob: The city of Kuala Lumpur is in Malaysia.,1,Kuala Lumpur,Malaysia,Malaysia,False,False,False
Bob: The city of Kuala Lumpur is in Oman.,0,Kuala Lumpur,Oman,Malaysia,False,False,False
Bob: The city of Peshawar is in Pakistan.,1,Peshawar,Pakistan,Pakistan,False,False,False
Bob: The city of Kagoshima is in Japan.,1,Kagoshima,Japan,Japan,False,False,False
Bob: The city of Hamamatsu is in Japan.,1,Hamamatsu,Japan,Japan,False,False,False
Bob: The city of Cheongju-si is in India.,0,Cheongju-si,India,South Korea,False,False,False
Bob: The city of Ghaziabad is in India.,1,Ghaziabad,India,India,False,False,False
Bob: The city of Cochin is in China.,0,Cochin,China,India,False,False,False
Bob: The city of Ahmedabad is in China.,0,Ahmedabad,China,India,False,False,False
Bob: The city of Sulaymaniyah is in Turkey.,0,Sulaymaniyah,Turkey,Iraq,False,False,False
Bob: The city of Omsk is in Russia.,1,Omsk,Russia,Russia,False,False,False
Bob: The city of Omsk is in China.,0,Omsk,China,Russia,False,False,False
Bob: The city of Ta'if is in Saudi Arabia.,1,Ta'if,Saudi Arabia,Saudi Arabia,False,False,False
Bob: The city of Ta'if is in Venezuela.,0,Ta'if,Venezuela,Saudi Arabia,False,False,False
Bob: The city of Stockholm is in Sweden.,1,Stockholm,Sweden,Sweden,False,False,False
Bob: The city of Siliguri is in India.,1,Siliguri,India,India,False,False,False
Bob: The city of Baghdad is in Iraq.,1,Baghdad,Iraq,Iraq,False,False,False
Bob: The city of Baghdad is in China.,0,Baghdad,China,Iraq,False,False,False
Bob: The city of Al Basrah al Qadimah is in China.,0,Al Basrah al Qadimah,China,Iraq,False,False,False
Bob: The city of Krakow is in Poland.,1,Krakow,Poland,Poland,False,False,False
Bob: The city of Tolyatti is in Russia.,1,Tolyatti,Russia,Russia,False,False,False
Bob: The city of Tolyatti is in Ghana.,0,Tolyatti,Ghana,Russia,False,False,False
Bob: The city of Tucson is in the United States.,1,Tucson,the United States,the United States,False,False,False
Bob: The city of Tucson is in Canada.,0,Tucson,Canada,the United States,False,False,False
Bob: The city of Can Tho is in Vietnam.,1,Can Tho,Vietnam,Vietnam,False,False,False
Bob: The city of Bouake is in Côte d'Ivoire.,1,Bouake,Côte d'Ivoire,Côte d'Ivoire,False,False,False
Bob: The city of Shihezi is in Russia.,0,Shihezi,Russia,China,False,False,False
Bob: The city of Qionghai is in Ecuador.,0,Qionghai,Ecuador,China,False,False,False
Bob: The city of Chuzhou is in China.,1,Chuzhou,China,China,False,False,False
Bob: The city of Chuzhou is in India.,0,Chuzhou,India,China,False,False,False
Bob: The city of Taiz is in Yemen.,1,Taiz,Yemen,Yemen,False,False,False
Bob: The city of Taiz is in Burkina Faso.,0,Taiz,Burkina Faso,Yemen,False,False,False
Bob: The city of Zhumadian is in China.,1,Zhumadian,China,China,False,False,False
Bob: The city of Zhumadian is in Brazil.,0,Zhumadian,Brazil,China,False,False,False
Bob: The city of Xianyang is in Russia.,0,Xianyang,Russia,China,False,False,False
Bob: The city of Weihai is in Russia.,0,Weihai,Russia,China,False,False,False
Bob: The city of Pingdingshan is in China.,1,Pingdingshan,China,China,False,False,False
Bob: The city of Pingdingshan is in South Africa.,0,Pingdingshan,South Africa,China,False,False,False
Bob: The city of Zhangjiakou is in China.,1,Zhangjiakou,China,China,False,False,False
Bob: The city of Zhangjiakou is in India.,0,Zhangjiakou,India,China,False,False,False
Bob: The city of Mississauga is in Canada.,1,Mississauga,Canada,Canada,False,False,False
Bob: The city of Yerevan is in Bangladesh.,0,Yerevan,Bangladesh,Armenia,False,False,False
Bob: The city of New South Memphis is in the United States.,1,New South Memphis,the United States,the United States,False,False,False
Bob: The city of New South Memphis is in China.,0,New South Memphis,China,the United States,False,False,False
Bob: The city of Calgary is in Canada.,1,Calgary,Canada,Canada,False,False,False
Bob: The city of Kisangani is in the Democratic Republic of the Congo.,1,Kisangani,the Democratic Republic of the Congo,the Democratic Republic of the Congo,False,False,False
Bob: The city of Kisangani is in China.,0,Kisangani,China,the Democratic Republic of the Congo,False,False,False
Bob: The city of Bobo-Dioulasso is in Burkina Faso.,1,Bobo-Dioulasso,Burkina Faso,Burkina Faso,False,False,False
Bob: The city of Sao Jose dos Campos is in Brazil.,1,Sao Jose dos Campos,Brazil,Brazil,False,False,False
Bob: The city of Sao Jose dos Campos is in Iran.,0,Sao Jose dos Campos,Iran,Brazil,False,False,False
Bob: The city of Florianopolis is in Ecuador.,0,Florianopolis,Ecuador,Brazil,False,False,False
Bob: The city of Cuiaba is in Latvia.,0,Cuiaba,Latvia,Brazil,False,False,False
Bob: The city of Chattogram is in Bangladesh.,1,Chattogram,Bangladesh,Bangladesh,False,False,False
Bob: The city of Nanjing is in Germany.,0,Nanjing,Germany,China,False,False,False
Bob: The city of Kaifeng is in China.,1,Kaifeng,China,China,False,False,False
Bob: The city of Kaifeng is in Mexico.,0,Kaifeng,Mexico,China,False,False,False
Bob: The city of Heze is in Yemen.,0,Heze,Yemen,China,False,False,False
Bob: The city of Sendai is in Japan.,1,Sendai,Japan,Japan,False,False,False
Bob: The city of Sendai is in Brazil.,0,Sendai,Brazil,Japan,False,False,False
Bob: The city of Jeonju is in the United States.,0,Jeonju,the United States,South Korea,False,False,False
Bob: The city of Pimpri is in India.,1,Pimpri,India,India,False,False,False
Bob: The city of Novosibirsk is in Russia.,1,Novosibirsk,Russia,Russia,False,False,False
Bob: The city of Goeteborg is in Sweden.,1,Goeteborg,Sweden,Sweden,False,False,False
Bob: The city of Bursa is in Bosnia and Herzegovina.,0,Bursa,Bosnia and Herzegovina,Turkey,False,False,False
Bob: The city of Mbuji-Mayi is in the Democratic Republic of the Congo.,1,Mbuji-Mayi,the Democratic Republic of the Congo,the Democratic Republic of the Congo,False,False,False
Bob: The city of Goiania is in Brazil.,1,Goiania,Brazil,Brazil,False,False,False
Bob: The city of Yaroslavl is in Russia.,1,Yaroslavl,Russia,Russia,False,False,False
Bob: The city of Yaroslavl is in India.,0,Yaroslavl,India,Russia,False,False,False
Bob: The city of Kigali is in Rwanda.,1,Kigali,Rwanda,Rwanda,False,False,False
Bob: The city of Diyarbakir is in Colombia.,0,Diyarbakir,Colombia,Turkey,False,False,False
Bob: The city of Orenburg is in Russia.,1,Orenburg,Russia,Russia,False,False,False
Bob: The city of Sapporo is in Mexico.,0,Sapporo,Mexico,Japan,False,False,False
Bob: The city of Kimhae is in South Korea.,1,Kimhae,South Korea,South Korea,False,False,False
Bob: The city of Kimhae is in Senegal.,0,Kimhae,Senegal,South Korea,False,False,False
Bob: The city of San Luis Potosi is in Mexico.,1,San Luis Potosi,Mexico,Mexico,False,False,False
Bob: The city of San Luis Potosi is in the Democratic Republic of the Congo.,0,San Luis Potosi,the Democratic Republic of the Congo,Mexico,False,False,False
Bob: The city of Culiacan is in China.,0,Culiacan,China,Mexico,False,False,False
Bob: The city of Kaduna is in Nigeria.,1,Kaduna,Nigeria,Nigeria,False,False,False
Bob: The city of Kaduna is in Turkey.,0,Kaduna,Turkey,Nigeria,False,False,False
Bob: The city of General Santos is in China.,0,General Santos,China,the Philippines,False,False,False
Bob: The city of Benin City is in China.,0,Benin City,China,Nigeria,False,False,False
Bob: The city of Kanpur is in India.,1,Kanpur,India,India,False,False,False
Bob: The city of Zunyi is in China.,1,Zunyi,China,China,False,False,False
Bob: The city of Zhanjiang is in China.,1,Zhanjiang,China,China,False,False,False
Bob: The city of Zhanjiang is in India.,0,Zhanjiang,India,China,False,False,False
Bob: The city of Wenzhou is in Moldova.,0,Wenzhou,Moldova,China,False,False,False
Bob: The city of Luohe is in China.,1,Luohe,China,China,False,False,False
Bob: The city of Kunming is in China.,1,Kunming,China,China,False,False,False
Bob: The city of Kunming is in Mexico.,0,Kunming,Mexico,China,False,False,False
Bob: The city of Cixi is in Indonesia.,0,Cixi,Indonesia,China,False,False,False
Bob: The city of Munich is in Germany.,1,Munich,Germany,Germany,False,False,False
Bob: The city of Munich is in China.,0,Munich,China,Germany,False,False,False
Bob: The city of Pekanbaru is in Indonesia.,1,Pekanbaru,Indonesia,Indonesia,False,False,False
Bob: The city of Pekanbaru is in India.,0,Pekanbaru,India,Indonesia,False,False,False
Bob: The city of Malang is in Indonesia.,1,Malang,Indonesia,Indonesia,False,False,False
Bob: The city of Malang is in Morocco.,0,Malang,Morocco,Indonesia,False,False,False
Bob: The city of Douala is in Russia.,0,Douala,Russia,Cameroon,False,False,False
Bob: The city of Kashgar is in China.,1,Kashgar,China,China,False,False,False
Bob: The city of Kashgar is in Turkey.,0,Kashgar,Turkey,China,False,False,False
Bob: The city of Zibo is in China.,1,Zibo,China,China,False,False,False
Bob: The city of Tianshui is in China.,1,Tianshui,China,China,False,False,False
Bob: The city of Laibin is in Ethiopia.,0,Laibin,Ethiopia,China,False,False,False
Bob: The city of Deyang is in China.,1,Deyang,China,China,False,False,False
Bob: The city of Teresina is in Brazil.,1,Teresina,Brazil,Brazil,False,False,False
Bob: The city of Duesseldorf is in Germany.,1,Duesseldorf,Germany,Germany,False,False,False
Bob: The city of Duesseldorf is in Mexico.,0,Duesseldorf,Mexico,Germany,False,False,False
Bob: The city of Zagreb is in Croatia.,1,Zagreb,Croatia,Croatia,False,False,False
Bob: The city of Zagreb is in Japan.,0,Zagreb,Japan,Croatia,False,False,False
Bob: The city of Hannover is in Germany.,1,Hannover,Germany,Germany,False,False,False
Bob: The city of Matola is in India.,0,Matola,India,Mozambique,False,False,False
Bob: The city of Enugu is in Nigeria.,1,Enugu,Nigeria,Nigeria,False,False,False
Bob: The city of Enugu is in South Korea.,0,Enugu,South Korea,Nigeria,False,False,False
Bob: The city of Shizuoka is in Japan.,1,Shizuoka,Japan,Japan,False,False,False
Bob: The city of Himeji is in Japan.,1,Himeji,Japan,Japan,False,False,False
Bob: The city of Hamhung is in North Korea.,1,Hamhung,North Korea,North Korea,False,False,False
Bob: The city of Hamhung is in China.,0,Hamhung,China,North Korea,False,False,False
Bob: The city of Seoul is in South Korea.,1,Seoul,South Korea,South Korea,False,False,False
Bob: The city of Meerut is in Nigeria.,0,Meerut,Nigeria,India,False,False,False
Bob: The city of Hubli is in Indonesia.,0,Hubli,Indonesia,India,False,False,False
Bob: The city of Dubai is in the United States.,0,Dubai,the United States,the United Arab Emirates,False,False,False
Bob: The city of Astrakhan is in Russia.,1,Astrakhan,Russia,Russia,False,False,False
Bob: The city of Astrakhan is in India.,0,Astrakhan,India,Russia,False,False,False
Bob: The city of Aleppo is in Syria.,1,Aleppo,Syria,Syria,False,False,False
Bob: The city of Saint Petersburg is in Russia.,1,Saint Petersburg,Russia,Russia,False,False,False
