statement,label,city,country,correct_country,has_alice,has_not,xor
Bob: The city of Changwon is not in South Korea.,0,Changwon,South Korea,South Korea,False,True,True
Bob: The city of Bamako is not in India.,1,Bamako,India,Mali,False,True,True
Bob: The city of Acapulco de Juarez is not in Mexico.,0,Acapulco de Juarez,Mexico,Mexico,False,True,True
Bob: The city of Basrah is not in Iraq.,0,Basrah,Iraq,Iraq,False,True,True
Bob: The city of Basrah is not in China.,1,Basrah,China,Iraq,False,True,True
Bob: The city of Qom is not in Iran.,0,Qom,Iran,Iran,False,True,True
Bob: The city of Torreon is not in India.,1,Torreon,India,Mexico,False,True,True
Bob: The city of Naucalpan de Juarez is not in Honduras.,1,Naucalpan de Juarez,Honduras,Mexico,False,True,True
Bob: The city of Dehra Dun is not in India.,0,Dehra Dun,India,India,False,True,True
Bob: The city of Dehra Dun is not in China.,1,Dehra Dun,China,India,False,True,True
Bob: The city of Bhubaneswar is not in China.,1,Bhubaneswar,China,India,False,True,True
Bob: The city of Ahvaz is not in Iran.,0,Ahvaz,Iran,Iran,False,True,True
Bob: The city of Ahvaz is not in China.,1,Ahvaz,China,Iran,False,True,True
Bob: The city of Kumasi is not in Ghana.,0,Kumasi,Ghana,Ghana,False,True,True
Bob: The city of Kumasi is not in India.,1,Kumasi,India,Ghana,False,True,True
Bob: The city of Novokuznetsk is not in Russia.,0,Novokuznetsk,Russia,Russia,False,True,True
Bob: The city of Izmir is not in Iran.,1,Izmir,Iran,Turkey,False,True,True
Bob: The city of Lahore is not in Pakistan.,0,Lahore,Pakistan,Pakistan,False,True,True
Bob: The city of Zhenjiang is not in Germany.,1,Zhenjiang,Germany,China,False,True,True
Bob: The city of Zhaotong is not in Iraq.,1,Zhaotong,Iraq,China,False,True,True
Bob: The city of Weifang is not in China.,0,Weifang,China,China,False,True,True
Bob: The city of Tianjin is not in China.,0,Tianjin,China,China,False,True,True
Bob: The city of Shaoxing is not in China.,0,Shaoxing,China,China,False,True,True
Bob: The city of Mudanjiang is not in China.,0,Mudanjiang,China,China,False,True,True
Bob: The city of Mudanjiang is not in Turkey.,1,Mudanjiang,Turkey,China,False,True,True
Bob: The city of Anshan is not in China.,0,Anshan,China,China,False,True,True
Bob: The city of Porto Velho is not in Brazil.,0,Porto Velho,Brazil,Brazil,False,True,True
Bob: The city of N'Djamena is not in Chad.,0,N'Djamena,Chad,Chad,False,True,True
Bob: The city of Kayseri is not in Iraq.,1,Kayseri,Iraq,Turkey,False,True,True
Bob: The city of Lyon is not in France.,0,Lyon,France,France,False,True,True
Bob: The city of Lyon is not in Canada.,1,Lyon,Canada,France,False,True,True
Bob: The city of Suez is not in Egypt.,0,Suez,Egypt,Egypt,False,True,True
Bob: The city of Suez is not in Brazil.,1,Suez,Brazil,Egypt,False,True,True
Bob: The city of Naberezhnyye Chelny is not in Russia.,0,Naberezhnyye Chelny,Russia,Russia,False,True,True
Bob: The city of Naberezhnyye Chelny is not in Brazil.,1,Naberezhnyye Chelny,Brazil,Russia,False,True,True
Bob: The city of Mukalla is not in Yemen.,0,Mukalla,Yemen,Yemen,False,True,True
Bob: The city of Harare is not in Zimbabwe.,0,Harare,Zimbabwe,Zimbabwe,False,True,True
Bob: The city of Harare is not in Turkey.,1,Harare,Turkey,Zimbabwe,False,True,True
Bob: The city of Sevastopol is not in Ukraine.,0,Sevastopol,Ukraine,Ukraine,False,True,True
Bob: The city of Sevastopol is not in Pakistan.,1,Sevastopol,Pakistan,Ukraine,False,True,True
Bob: The city of Istanbul is not in Turkey.,0,Istanbul,Turkey,Turkey,False,True,True
Bob: The city of Istanbul is not in Ghana.,1,Istanbul,Ghana,Turkey,False,True,True
Bob: The city of Callao is not in Peru.,0,Callao,Peru,Peru,False,True,True
Bob: The city of Callao is not in Myanmar.,1,Callao,Myanmar,Peru,False,True,True
Bob: The city of Cebu City is not in the Philippines.,0,Cebu City,the Philippines,the Philippines,False,True,True
Bob: The city of Cebu City is not in China.,1,Cebu City,China,the Philippines,False,True,True
Bob: The city of Tashkent is not in Mexico.,1,Tashkent,Mexico,Uzbekistan,False,True,True
Bob: The city of Xuzhou is not in China.,0,Xuzhou,China,China,False,True,True
Bob: The city of Santo Domingo Oeste is not in the Dominican Republic.,0,Santo Domingo Oeste,the Dominican Republic,the Dominican Republic,False,True,True
Bob: The city of Tangshan is not in China.,0,Tangshan,China,China,False,True,True
Bob: The city of Tangshan is not in India.,1,Tangshan,India,China,False,True,True
Bob: The city of Linfen is not in China.,0,Linfen,China,China,False,True,True
Bob: The city of Linfen is not in India.,1,Linfen,India,China,False,True,True
Bob: The city of Yiwu is not in China.,0,Yiwu,China,China,False,True,True
Bob: The city of Baotou is not in Japan.,1,Baotou,Japan,China,False,True,True
Bob: The city of Aparecida de Goiania is not in China.,1,Aparecida de Goiania,China,Brazil,False,True,True
Bob: The city of Kinshasa is not in the Democratic Republic of the Congo.,0,Kinshasa,the Democratic Republic of the Congo,the Democratic Republic of the Congo,False,True,True
Bob: The city of Mexicali is not in Mexico.,0,Mexicali,Mexico,Mexico,False,True,True
Bob: The city of Kampung Baru Subang is not in the Philippines.,1,Kampung Baru Subang,the Philippines,Malaysia,False,True,True
Bob: The city of Subang Jaya is not in Malaysia.,0,Subang Jaya,Malaysia,Malaysia,False,True,True
Bob: The city of Subang Jaya is not in Germany.,1,Subang Jaya,Germany,Malaysia,False,True,True
Bob: The city of Maputo is not in Japan.,1,Maputo,Japan,Mozambique,False,True,True
Bob: The city of Daegu is not in South Korea.,0,Daegu,South Korea,South Korea,False,True,True
Bob: The city of Daegu is not in the United States.,1,Daegu,the United States,South Korea,False,True,True
Bob: The city of Ranchi is not in India.,0,Ranchi,India,India,False,True,True
Bob: The city of Bhayandar is not in India.,0,Bhayandar,India,India,False,True,True
Bob: The city of Al Fayyum is not in Chile.,1,Al Fayyum,Chile,Egypt,False,True,True
Bob: The city of Rizhao is not in China.,0,Rizhao,China,China,False,True,True
Bob: The city of Bilimora is not in Uzbekistan.,1,Bilimora,Uzbekistan,India,False,True,True
Bob: The city of Accra is not in China.,1,Accra,China,Ghana,False,True,True
Bob: The city of Nyala is not in Mozambique.,1,Nyala,Mozambique,Sudan,False,True,True
Bob: The city of Eskisehir is not in Turkey.,0,Eskisehir,Turkey,Turkey,False,True,True
Bob: The city of Dnipro is not in Ukraine.,0,Dnipro,Ukraine,Ukraine,False,True,True
Bob: The city of Dnipro is not in Russia.,1,Dnipro,Russia,Ukraine,False,True,True
Bob: The city of Khabarovsk is not in Russia.,0,Khabarovsk,Russia,Russia,False,True,True
Bob: The city of Khabarovsk is not in Saudi Arabia.,1,Khabarovsk,Saudi Arabia,Russia,False,True,True
Bob: The city of Irkutsk is not in Russia.,0,Irkutsk,Russia,Russia,False,True,True
Bob: The city of Libreville is not in Gabon.,0,Libreville,Gabon,Gabon,False,True,True
Bob: The city of Algiers is not in Algeria.,0,Algiers,Algeria,Algeria,False,True,True
Bob: The city of Algiers is not in China.,1,Algiers,China,Algeria,False,True,True
Bob: The city of Karol Bagh is not in Syria.,1,Karol Bagh,Syria,India,False,True,True
Bob: The city of Orumiyeh is not in Iran.,0,Orumiyeh,Iran,Iran,False,True,True
Bob: The city of Zahedan is not in Nicaragua.,1,Zahedan,Nicaragua,Iran,False,True,True
Bob: The city of Xuchang is not in Japan.,1,Xuchang,Japan,China,False,True,True
Bob: The city of Changde is not in China.,0,Changde,China,China,False,True,True
Bob: The city of Shaoguan is not in China.,0,Shaoguan,China,China,False,True,True
Bob: The city of Shaoguan is not in Pakistan.,1,Shaoguan,Pakistan,China,False,True,True
Bob: The city of Jilin is not in the United States.,1,Jilin,the United States,China,False,True,True
Bob: The city of Manaus is not in Brazil.,0,Manaus,Brazil,Brazil,False,True,True
Bob: The city of Agadir is not in Morocco.,0,Agadir,Morocco,Morocco,False,True,True
Bob: The city of Ulan Bator is not in Ukraine.,1,Ulan Bator,Ukraine,Mongolia,False,True,True
Bob: The city of Muscat is not in Oman.,0,Muscat,Oman,Oman,False,True,True
Bob: The city of Paranaque City is not in India.,1,Paranaque City,India,the Philippines,False,True,True
Bob: The city of Rahim Yar Khan is not in Pakistan.,0,Rahim Yar Khan,Pakistan,Pakistan,False,True,True
Bob: The city of Rahim Yar Khan is not in Lithuania.,1,Rahim Yar Khan,Lithuania,Pakistan,False,True,True
Bob: The city of Balikpapan is not in Indonesia.,0,Balikpapan,Indonesia,Indonesia,False,True,True
Bob: The city of Guarulhos is not in Brazil.,0,Guarulhos,Brazil,Brazil,False,True,True
Bob: The city of Guarulhos is not in China.,1,Guarulhos,China,Brazil,False,True,True
Bob: The city of Volgograd is not in Russia.,0,Volgograd,Russia,Russia,False,True,True
Bob: The city of Volgograd is not in Nigeria.,1,Volgograd,Nigeria,Russia,False,True,True
Bob: The city of Sarajevo is not in South Africa.,1,Sarajevo,South Africa,Bosnia and Herzegovina,False,True,True
Bob: The city of Maceio is not in Brazil.,0,Maceio,Brazil,Brazil,False,True,True
Bob: The city of Joao Pessoa is not in Brazil.,0,Joao Pessoa,Brazil,Brazil,False,True,True
Bob: The city of Shangqiu is not in China.,0,Shangqiu,China,China,False,True,True
Bob: The city of Shangqiu is not in South Korea.,1,Shangqiu,South Korea,China,False,True,True
Bob: The city of Xuanzhou is not in Tanzania.,1,Xuanzhou,Tanzania,China,False,True,True
Bob: The city of Wuhan is not in Egypt.,1,Wuhan,Egypt,China,False,True,True
Bob: The city of Nanchang is not in China.,0,Nanchang,China,China,False,True,True
Bob: The city of Nanchang is not in Malaysia.,1,Nanchang,Malaysia,China,False,True,True
Bob: The city of Liuzhou is not in Russia.,1,Liuzhou,Russia,China,False,True,True
Bob: The city of Guangyuan is not in China.,0,Guangyuan,China,China,False,True,True
Bob: The city of Guangyuan is not in Mexico.,1,Guangyuan,Mexico,China,False,True,True
Bob: The city of Zhoushan is not in China.,0,Zhoushan,China,China,False,True,True
Bob: The city of Hegang is not in Russia.,1,Hegang,Russia,China,False,True,True
Bob: The city of Campos dos Goytacazes is not in Brazil.,0,Campos dos Goytacazes,Brazil,Brazil,False,True,True
Bob: The city of Campos dos Goytacazes is not in Vietnam.,1,Campos dos Goytacazes,Vietnam,Brazil,False,True,True
Bob: The city of Bucharest is not in Italy.,1,Bucharest,Italy,Romania,False,True,True
Bob: The city of Casablanca is not in Morocco.,0,Casablanca,Morocco,Morocco,False,True,True
Bob: The city of Casablanca is not in Russia.,1,Casablanca,Russia,Morocco,False,True,True
Bob: The city of Coyoacan is not in Mexico.,0,Coyoacan,Mexico,Mexico,False,True,True
Bob: The city of Coyoacan is not in Kenya.,1,Coyoacan,Kenya,Mexico,False,True,True
Bob: The city of Oyo is not in Nigeria.,0,Oyo,Nigeria,Nigeria,False,True,True
Bob: The city of Pasig City is not in the Philippines.,0,Pasig City,the Philippines,the Philippines,False,True,True
Bob: The city of Pasig City is not in Morocco.,1,Pasig City,Morocco,the Philippines,False,True,True
Bob: The city of Kano is not in Nigeria.,0,Kano,Nigeria,Nigeria,False,True,True
Bob: The city of Bahawalpur is not in China.,1,Bahawalpur,China,Pakistan,False,True,True
Bob: The city of New Kingston is not in South Africa.,1,New Kingston,South Africa,Jamaica,False,True,True
Bob: The city of Pyongyang is not in North Korea.,0,Pyongyang,North Korea,North Korea,False,True,True
Bob: The city of Shymkent is not in Kazakhstan.,0,Shymkent,Kazakhstan,Kazakhstan,False,True,True
Bob: The city of Tlalpan is not in Mexico.,0,Tlalpan,Mexico,Mexico,False,True,True
Bob: The city of Kemerovo is not in Russia.,0,Kemerovo,Russia,Russia,False,True,True
Bob: The city of Zaporizhzhya is not in Ukraine.,0,Zaporizhzhya,Ukraine,Ukraine,False,True,True
Bob: The city of Iztapalapa is not in Mexico.,0,Iztapalapa,Mexico,Mexico,False,True,True
Bob: The city of Iztapalapa is not in Yemen.,1,Iztapalapa,Yemen,Mexico,False,True,True
Bob: The city of Kuala Lumpur is not in Malaysia.,0,Kuala Lumpur,Malaysia,Malaysia,False,True,True
Bob: The city of Kuala Lumpur is not in Oman.,1,Kuala Lumpur,Oman,Malaysia,False,True,True
Bob: The city of Peshawar is not in Pakistan.,0,Peshawar,Pakistan,Pakistan,False,True,True
Bob: The city of Kagoshima is not in Japan.,0,Kagoshima,Japan,Japan,False,True,True
Bob: The city of Hamamatsu is not in Japan.,0,Hamamatsu,Japan,Japan,False,True,True
Bob: The city of Cheongju-si is not in India.,1,Cheongju-si,India,South Korea,False,True,True
Bob: The city of Ghaziabad is not in India.,0,Ghaziabad,India,India,False,True,True
Bob: The city of Cochin is not in China.,1,Cochin,China,India,False,True,True
Bob: The city of Ahmedabad is not in China.,1,Ahmedabad,China,India,False,True,True
Bob: The city of Sulaymaniyah is not in Turkey.,1,Sulaymaniyah,Turkey,Iraq,False,True,True
Bob: The city of Omsk is not in Russia.,0,Omsk,Russia,Russia,False,True,True
Bob: The city of Omsk is not in China.,1,Omsk,China,Russia,False,True,True
Bob: The city of Ta'if is not in Saudi Arabia.,0,Ta'if,Saudi Arabia,Saudi Arabia,False,True,True
Bob: The city of Ta'if is not in Venezuela.,1,Ta'if,Venezuela,Saudi Arabia,False,True,True
Bob: The city of Stockholm is not in Sweden.,0,Stockholm,Sweden,Sweden,False,True,True
Bob: The city of Siliguri is not in India.,0,Siliguri,India,India,False,True,True
Bob: The city of Baghdad is not in Iraq.,0,Baghdad,Iraq,Iraq,False,True,True
Bob: The city of Baghdad is not in China.,1,Baghdad,China,Iraq,False,True,True
Bob: The city of Al Basrah al Qadimah is not in China.,1,Al Basrah al Qadimah,China,Iraq,False,True,True
Bob: The city of Krakow is not in Poland.,0,Krakow,Poland,Poland,False,True,True
Bob: The city of Tolyatti is not in Russia.,0,Tolyatti,Russia,Russia,False,True,True
Bob: The city of Tolyatti is not in Ghana.,1,Tolyatti,Ghana,Russia,False,True,True
Bob: The city of Tucson is not in the United States.,0,Tucson,the United States,the United States,False,True,True
Bob: The city of Tucson is not in Canada.,1,Tucson,Canada,the United States,False,True,True
Bob: The city of Can Tho is not in Vietnam.,0,Can Tho,Vietnam,Vietnam,False,True,True
Bob: The city of Bouake is not in Côte d'Ivoire.,0,Bouake,Côte d'Ivoire,Côte d'Ivoire,False,True,True
Bob: The city of Shihezi is not in Russia.,1,Shihezi,Russia,China,False,True,True
Bob: The city of Qionghai is not in Ecuador.,1,Qionghai,Ecuador,China,False,True,True
Bob: The city of Chuzhou is not in China.,0,Chuzhou,China,China,False,True,True
Bob: The city of Chuzhou is not in India.,1,Chuzhou,India,China,False,True,True
Bob: The city of Taiz is not in Yemen.,0,Taiz,Yemen,Yemen,False,True,True
Bob: The city of Taiz is not in Burkina Faso.,1,Taiz,Burkina Faso,Yemen,False,True,True
Bob: The city of Zhumadian is not in China.,0,Zhumadian,China,China,False,True,True
Bob: The city of Zhumadian is not in Brazil.,1,Zhumadian,Brazil,China,False,True,True
Bob: The city of Xianyang is not in Russia.,1,Xianyang,Russia,China,False,True,True
Bob: The city of Weihai is not in Russia.,1,Weihai,Russia,China,False,True,True
Bob: The city of Pingdingshan is not in China.,0,Pingdingshan,China,China,False,True,True
Bob: The city of Pingdingshan is not in South Africa.,1,Pingdingshan,South Africa,China,False,True,True
Bob: The city of Zhangjiakou is not in China.,0,Zhangjiakou,China,China,False,True,True
Bob: The city of Zhangjiakou is not in India.,1,Zhangjiakou,India,China,False,True,True
Bob: The city of Mississauga is not in Canada.,0,Mississauga,Canada,Canada,False,True,True
Bob: The city of Yerevan is not in Bangladesh.,1,Yerevan,Bangladesh,Armenia,False,True,True
Bob: The city of New South Memphis is not in the United States.,0,New South Memphis,the United States,the United States,False,True,True
Bob: The city of New South Memphis is not in China.,1,New South Memphis,China,the United States,False,True,True
Bob: The city of Calgary is not in Canada.,0,Calgary,Canada,Canada,False,True,True
Bob: The city of Kisangani is not in the Democratic Republic of the Congo.,0,Kisangani,the Democratic Republic of the Congo,the Democratic Republic of the Congo,False,True,True
Bob: The city of Kisangani is not in China.,1,Kisangani,China,the Democratic Republic of the Congo,False,True,True
Bob: The city of Bobo-Dioulasso is not in Burkina Faso.,0,Bobo-Dioulasso,Burkina Faso,Burkina Faso,False,True,True
Bob: The city of Sao Jose dos Campos is not in Brazil.,0,Sao Jose dos Campos,Brazil,Brazil,False,True,True
Bob: The city of Sao Jose dos Campos is not in Iran.,1,Sao Jose dos Campos,Iran,Brazil,False,True,True
Bob: The city of Florianopolis is not in Ecuador.,1,Florianopolis,Ecuador,Brazil,False,True,True
Bob: The city of Cuiaba is not in Latvia.,1,Cuiaba,Latvia,Brazil,False,True,True
Bob: The city of Chattogram is not in Bangladesh.,0,Chattogram,Bangladesh,Bangladesh,False,True,True
Bob: The city of Nanjing is not in Germany.,1,Nanjing,Germany,China,False,True,True
Bob: The city of Kaifeng is not in China.,0,Kaifeng,China,China,False,True,True
Bob: The city of Kaifeng is not in Mexico.,1,Kaifeng,Mexico,China,False,True,True
Bob: The city of Heze is not in Yemen.,1,Heze,Yemen,China,False,True,True
Bob: The city of Sendai is not in Japan.,0,Sendai,Japan,Japan,False,True,True
Bob: The city of Sendai is not in Brazil.,1,Sendai,Brazil,Japan,False,True,True
Bob: The city of Jeonju is not in the United States.,1,Jeonju,the United States,South Korea,False,True,True
Bob: The city of Pimpri is not in India.,0,Pimpri,India,India,False,True,True
Bob: The city of Novosibirsk is not in Russia.,0,Novosibirsk,Russia,Russia,False,True,True
Bob: The city of Goeteborg is not in Sweden.,0,Goeteborg,Sweden,Sweden,False,True,True
Bob: The city of Bursa is not in Bosnia and Herzegovina.,1,Bursa,Bosnia and Herzegovina,Turkey,False,True,True
Bob: The city of Mbuji-Mayi is not in the Democratic Republic of the Congo.,0,Mbuji-Mayi,the Democratic Republic of the Congo,the Democratic Republic of the Congo,False,True,True
Bob: The city of Goiania is not in Brazil.,0,Goiania,Brazil,Brazil,False,True,True
Bob: The city of Yaroslavl is not in Russia.,0,Yaroslavl,Russia,Russia,False,True,True
Bob: The city of Yaroslavl is not in India.,1,Yaroslavl,India,Russia,False,True,True
Bob: The city of Kigali is not in Rwanda.,0,Kigali,Rwanda,Rwanda,False,True,True
Bob: The city of Diyarbakir is not in Colombia.,1,Diyarbakir,Colombia,Turkey,False,True,True
Bob: The city of Orenburg is not in Russia.,0,Orenburg,Russia,Russia,False,True,True
Bob: The city of Sapporo is not in Mexico.,1,Sapporo,Mexico,Japan,False,True,True
Bob: The city of Kimhae is not in South Korea.,0,Kimhae,South Korea,South Korea,False,True,True
Bob: The city of Kimhae is not in Senegal.,1,Kimhae,Senegal,South Korea,False,True,True
Bob: The city of San Luis Potosi is not in Mexico.,0,San Luis Potosi,Mexico,Mexico,False,True,True
Bob: The city of San Luis Potosi is not in the Democratic Republic of the Congo.,1,San Luis Potosi,the Democratic Republic of the Congo,Mexico,False,True,True
Bob: The city of Culiacan is not in China.,1,Culiacan,China,Mexico,False,True,True
Bob: The city of Kaduna is not in Nigeria.,0,Kaduna,Nigeria,Nigeria,False,True,True
Bob: The city of Kaduna is not in Turkey.,1,Kaduna,Turkey,Nigeria,False,True,True
Bob: The city of General Santos is not in China.,1,General Santos,China,the Philippines,False,True,True
Bob: The city of Benin City is not in China.,1,Benin City,China,Nigeria,False,True,True
Bob: The city of Kanpur is not in India.,0,Kanpur,India,India,False,True,True
Bob: The city of Zunyi is not in China.,0,Zunyi,China,China,False,True,True
Bob: The city of Zhanjiang is not in China.,0,Zhanjiang,China,China,False,True,True
Bob: The city of Zhanjiang is not in India.,1,Zhanjiang,India,China,False,True,True
Bob: The city of Wenzhou is not in Moldova.,1,Wenzhou,Moldova,China,False,True,True
Bob: The city of Luohe is not in China.,0,Luohe,China,China,False,True,True
Bob: The city of Kunming is not in China.,0,Kunming,China,China,False,True,True
Bob: The city of Kunming is not in Mexico.,1,Kunming,Mexico,China,False,True,True
Bob: The city of Cixi is not in Indonesia.,1,Cixi,Indonesia,China,False,True,True
Bob: The city of Munich is not in Germany.,0,Munich,Germany,Germany,False,True,True
Bob: The city of Munich is not in China.,1,Munich,China,Germany,False,True,True
Bob: The city of Pekanbaru is not in Indonesia.,0,Pekanbaru,Indonesia,Indonesia,False,True,True
Bob: The city of Pekanbaru is not in India.,1,Pekanbaru,India,Indonesia,False,True,True
Bob: The city of Malang is not in Indonesia.,0,Malang,Indonesia,Indonesia,False,True,True
Bob: The city of Malang is not in Morocco.,1,Malang,Morocco,Indonesia,False,True,True
Bob: The city of Douala is not in Russia.,1,Douala,Russia,Cameroon,False,True,True
Bob: The city of Kashgar is not in China.,0,Kashgar,China,China,False,True,True
Bob: The city of Kashgar is not in Turkey.,1,Kashgar,Turkey,China,False,True,True
Bob: The city of Zibo is not in China.,0,Zibo,China,China,False,True,True
Bob: The city of Tianshui is not in China.,0,Tianshui,China,China,False,True,True
Bob: The city of Laibin is not in Ethiopia.,1,Laibin,Ethiopia,China,False,True,True
Bob: The city of Deyang is not in China.,0,Deyang,China,China,False,True,True
Bob: The city of Teresina is not in Brazil.,0,Teresina,Brazil,Brazil,False,True,True
Bob: The city of Duesseldorf is not in Germany.,0,Duesseldorf,Germany,Germany,False,True,True
Bob: The city of Duesseldorf is not in Mexico.,1,Duesseldorf,Mexico,Germany,False,True,True
Bob: The city of Zagreb is not in Croatia.,0,Zagreb,Croatia,Croatia,False,True,True
Bob: The city of Zagreb is not in Japan.,1,Zagreb,Japan,Croatia,False,True,True
Bob: The city of Hannover is not in Germany.,0,Hannover,Germany,Germany,False,True,True
Bob: The city of Matola is not in India.,1,Matola,India,Mozambique,False,True,True
Bob: The city of Enugu is not in Nigeria.,0,Enugu,Nigeria,Nigeria,False,True,True
Bob: The city of Enugu is not in South Korea.,1,Enugu,South Korea,Nigeria,False,True,True
Bob: The city of Shizuoka is not in Japan.,0,Shizuoka,Japan,Japan,False,True,True
Bob: The city of Himeji is not in Japan.,0,Himeji,Japan,Japan,False,True,True
Bob: The city of Hamhung is not in North Korea.,0,Hamhung,North Korea,North Korea,False,True,True
Bob: The city of Hamhung is not in China.,1,Hamhung,China,North Korea,False,True,True
Bob: The city of Seoul is not in South Korea.,0,Seoul,South Korea,South Korea,False,True,True
